TIME,OCALLS,MAX
2185293444,10,100000000
2204946656,20,100000000
2188256142,50,100000000
2331397314,100,100000000
2211778780,200,100000000
2192791376,500,100000000
2200791158,1000,100000000
2211360254,2000,100000000
2252564158,5000,100000000
2389211534,10000,100000000
2447898896,20000,100000000
2856105052,50000,100000000
3506851324,100000,100000000
4971862884,200000,100000000
8796524160,500000,100000000
15570259224,1000000,100000000
2225548122,10,100000000
2183828166,20,100000000
2190580722,50,100000000
2190924448,100,100000000
2185078346,200,100000000
2195743866,500,100000000
2360369182,1000,100000000
2213034352,2000,100000000
2251009622,5000,100000000
2314369762,10000,100000000
2477864168,20000,100000000
2893340170,50000,100000000
3507593578,100000,100000000
4830187904,200000,100000000
8847128618,500000,100000000
15490409192,1000000,100000000
2184552430,10,100000000
2186783606,20,100000000
2327225624,50,100000000
2192842552,100,100000000
2187844292,200,100000000
2188620730,500,100000000
2198834128,1000,100000000
2217985610,2000,100000000
2303535516,5000,100000000
2336283804,10000,100000000
2448019976,20000,100000000
2858548346,50000,100000000
3500117676,100000,100000000
4956335018,200000,100000000
8820688228,500000,100000000
15639287486,1000000,100000000
2185819542,10,100000000
2183641290,20,100000000
2185825408,50,100000000
2184970430,100,100000000
2292389096,200,100000000
2212444490,500,100000000
2196219578,1000,100000000
2211786560,2000,100000000
2269072262,5000,100000000
2315173520,10000,100000000
2496434480,20000,100000000
2854280322,50000,100000000
3533913060,100000,100000000
4829293538,200000,100000000
8851135780,500000,100000000
15537490556,1000000,100000000
2185527740,10,100000000
2223918806,20,100000000
2198407448,50,100000000
2184383066,100,100000000
2187987416,200,100000000
2188998470,500,100000000
2198291020,1000,100000000
2298515332,2000,100000000
2248909400,5000,100000000
2317345858,10000,100000000
2448096200,20000,100000000
2899967622,50000,100000000
3560457586,100000,100000000
4830487564,200000,100000000
8904094206,500000,100000000
15479431086,1000000,100000000
2182469690,10,100000000
2211854092,20,100000000
2186515200,50,100000000
2258084464,100,100000000
2188454752,200,100000000
2197930334,500,100000000
2197960114,1000,100000000
2208848642,2000,100000000
2251839970,5000,100000000
2321341562,10000,100000000
2471753578,20000,100000000
2844687868,50000,100000000
3507334470,100000,100000000
4828410184,200000,100000000
8823610926,500000,100000000
15452977388,1000000,100000000
2203953386,10,100000000
2182919518,20,100000000
2183782494,50,100000000
2185190338,100,100000000
2192347304,200,100000000
2189856030,500,100000000
2197739260,1000,100000000
2213750950,2000,100000000
2252466934,5000,100000000
2336166824,10000,100000000
2446818580,20000,100000000
2846693492,50000,100000000
3533445372,100000,100000000
4830032702,200000,100000000
8818606312,500000,100000000
15460122320,1000000,100000000
2185657658,10,100000000
2184715662,20,100000000
2184347148,50,100000000
2203460618,100,100000000
2183686302,200,100000000
2202593034,500,100000000
2206389104,1000,100000000
2209632376,2000,100000000
2262901068,5000,100000000
2316696620,10000,100000000
2448176296,20000,100000000
2865349612,50000,100000000
3518664530,100000,100000000
4829242268,200000,100000000
8799169926,500000,100000000
15432910902,1000000,100000000
2206210068,10,100000000
2183691222,20,100000000
2182636006,50,100000000
2185865924,100,100000000
2186734126,200,100000000
2194373580,500,100000000
2197747758,1000,100000000
2212851446,2000,100000000
2249673328,5000,100000000
2336540846,10000,100000000
2456588068,20000,100000000
2870417010,50000,100000000
3506363618,100000,100000000
4830114498,200000,100000000
8836883720,500000,100000000
15411678612,1000000,100000000
2183903634,10,100000000
2211575756,20,100000000
2183501212,50,100000000
2182729866,100,100000000
2186423848,200,100000000
2205598104,500,100000000
2203493882,1000,100000000
2207642964,2000,100000000
2247137038,5000,100000000
2309495658,10000,100000000
2443517528,20000,100000000
2839498542,50000,100000000
3513641160,100000,100000000
4857790430,200000,100000000
8799370716,500000,100000000
15441293826,1000000,100000000
2202424568,10,100000000
2186147872,20,100000000
2184782324,50,100000000
2183362478,100,100000000
2209492994,200,100000000
2191427660,500,100000000
2197604734,1000,100000000
2210854768,2000,100000000
2270834792,5000,100000000
2331144214,10000,100000000
2450146326,20000,100000000
2845486600,50000,100000000
3542317602,100000,100000000
4827291484,200000,100000000
8801733314,500000,100000000
15404101368,1000000,100000000
2182689640,10,100000000
2184786700,20,100000000
2185126538,50,100000000
2202680928,100,100000000
2184312486,200,100000000
2190982292,500,100000000
2198232212,1000,100000000
2215458884,2000,100000000
2250383592,5000,100000000
2319072790,10000,100000000
2473848682,20000,100000000
2861492230,50000,100000000
3520707698,100000,100000000
4829185242,200000,100000000
8833536710,500000,100000000
15403085150,1000000,100000000
2221436816,10,100000000
2185235086,20,100000000
2183515608,50,100000000
2184317614,100,100000000
2186749930,200,100000000
2191544404,500,100000000
2198280370,1000,100000000
2212233764,2000,100000000
2252074712,5000,100000000
2316895822,10000,100000000
2501095034,20000,100000000
2845660534,50000,100000000
3516280342,100000,100000000
4832145192,200000,100000000
8801524756,500000,100000000
15473526510,1000000,100000000
2187102058,10,100000000
2196475170,20,100000000
2185267698,50,100000000
2184647076,100,100000000
2185157986,200,100000000
2212361234,500,100000000
2197340304,1000,100000000
2210352270,2000,100000000
2252108042,5000,100000000
2317059908,10000,100000000
2459150380,20000,100000000
2845906634,50000,100000000
3508405470,100000,100000000
4829360830,200000,100000000
8813730848,500000,100000000
15439619342,1000000,100000000
2193006812,10,100000000
2184327974,20,100000000
2206063164,50,100000000
2185500068,100,100000000
2206208596,200,100000000
2189627922,500,100000000
2196596330,1000,100000000
2210485132,2000,100000000
2254649048,5000,100000000
2316743198,10000,100000000
2448505804,20000,100000000
2848222384,50000,100000000
3507247954,100000,100000000
4830288150,200000,100000000
8837008610,500000,100000000
15449558950,1000000,100000000
2184012582,10,100000000
2185874396,20,100000000
2186632774,50,100000000
2206174138,100,100000000
2186920990,200,100000000
2190924386,500,100000000
2195947614,1000,100000000
2212352006,2000,100000000
2252480520,5000,100000000
2314219488,10000,100000000
2448358078,20000,100000000
2871213226,50000,100000000
3526250166,100000,100000000
4824279530,200000,100000000
8789464802,500000,100000000
15455576708,1000000,100000000
2206315592,10,100000000
2184932546,20,100000000
2183842318,50,100000000
2184657464,100,100000000
2186019222,200,100000000
2189106628,500,100000000
2223758562,1000,100000000
2215189326,2000,100000000
2250881528,5000,100000000
2331780156,10000,100000000
2454653088,20000,100000000
2857057260,50000,100000000
3508477934,100000,100000000
4830071372,200000,100000000
8812969748,500000,100000000
15452192356,1000000,100000000
2182999600,10,100000000
2192017828,20,100000000
2184488702,50,100000000
2184960472,100,100000000
2188183064,200,100000000
2190868366,500,100000000
2196694856,1000,100000000
2212907188,2000,100000000
2251211810,5000,100000000
2317942920,10000,100000000
2449858122,20000,100000000
2872438428,50000,100000000
3509202986,100000,100000000
4881958916,200000,100000000
8801430876,500000,100000000
15446319984,1000000,100000000
2184800336,10,100000000
2182664712,20,100000000
2183183088,50,100000000
2186593738,100,100000000
2205693698,200,100000000
2190983060,500,100000000
2197300668,1000,100000000
2212197674,2000,100000000
2248610008,5000,100000000
2317459408,10000,100000000
2447299978,20000,100000000
2845924544,50000,100000000
3507345942,100000,100000000
4828367038,200000,100000000
8797015496,500000,100000000
15478940732,1000000,100000000
2180827520,10,100000000
2186060684,20,100000000
2184215712,50,100000000
2201166686,100,100000000
2186432396,200,100000000
2188680672,500,100000000
2197210452,1000,100000000
2237383966,2000,100000000
2253546716,5000,100000000
2315445688,10000,100000000
2448662270,20000,100000000
2862927792,50000,100000000
3508612528,100000,100000000
4829472304,200000,100000000
8802151516,500000,100000000
15478073762,1000000,100000000
2185195450,10,100000000
2182409106,20,100000000
2191956986,50,100000000
2186276106,100,100000000
2185911936,200,100000000
2188188004,500,100000000
2220845834,1000,100000000
2210822962,2000,100000000
2252335902,5000,100000000
2316810636,10000,100000000
2455862888,20000,100000000
2845612912,50000,100000000
3539877106,100000,100000000
4859988860,200000,100000000
8801211346,500000,100000000
15439433396,1000000,100000000
2185315196,10,100000000
2185652534,20,100000000
2185255738,50,100000000
2208118194,100,100000000
2184695920,200,100000000
2213189924,500,100000000
2200262148,1000,100000000
2213593266,2000,100000000
2249207244,5000,100000000
2316820326,10000,100000000
2448842650,20000,100000000
2847220540,50000,100000000
3509485748,100000,100000000
4828407222,200000,100000000
8834160908,500000,100000000
15403415172,1000000,100000000
2208402162,10,100000000
2182610926,20,100000000
2214702254,50,100000000
2184105894,100,100000000
2183908426,200,100000000
2189241966,500,100000000
2196933266,1000,100000000
2211095346,2000,100000000
2275893318,5000,100000000
2321404170,10000,100000000
2446859024,20000,100000000
2845528524,50000,100000000
3526177216,100000,100000000
4829475902,200000,100000000
8811025950,500000,100000000
15436218160,1000000,100000000
2185341400,10,100000000
2182832562,20,100000000
2184119418,50,100000000
2190747900,100,100000000
2186695582,200,100000000
2190382208,500,100000000
2200885306,1000,100000000
2212429988,2000,100000000
2248289582,5000,100000000
2314296108,10000,100000000
2447285908,20000,100000000
2852315178,50000,100000000
3507558092,100000,100000000
4865292504,200000,100000000
8849416446,500000,100000000
15489388544,1000000,100000000
2185357824,10,100000000
2183125068,20,100000000
2182716456,50,100000000
2186442040,100,100000000
2185118292,200,100000000
2190325004,500,100000000
2219950078,1000,100000000
2211501756,2000,100000000
2251156310,5000,100000000
2315495348,10000,100000000
2454138756,20000,100000000
2847759304,50000,100000000
3505553770,100000,100000000
4851570902,200000,100000000
8805609114,500000,100000000
15405359896,1000000,100000000
2185339424,10,100000000
2207488870,20,100000000
2199417866,50,100000000
2184744934,100,100000000
2184739686,200,100000000
2209492404,500,100000000
2197056264,1000,100000000
2210416546,2000,100000000
2253575872,5000,100000000
2344320806,10000,100000000
2451451494,20000,100000000
2845296624,50000,100000000
3507674856,100000,100000000
4832202964,200000,100000000
8831378226,500000,100000000
15414422358,1000000,100000000
2187116258,10,100000000
2184764650,20,100000000
2184047440,50,100000000
2187279240,100,100000000
2185293918,200,100000000
2188361262,500,100000000
2195354448,1000,100000000
2212015606,2000,100000000
2282629306,5000,100000000
2316069534,10000,100000000
2447500014,20000,100000000
2847802752,50000,100000000
3516437514,100000,100000000
4863832482,200000,100000000
8800274258,500000,100000000
15453518464,1000000,100000000
2182908034,10,100000000
2184375306,20,100000000
2185988504,50,100000000
2184155334,100,100000000
2188326908,200,100000000
2190693340,500,100000000
2196459260,1000,100000000
2212289572,2000,100000000
2252195774,5000,100000000
2314302640,10000,100000000
2450536516,20000,100000000
2851941100,50000,100000000
3511933964,100000,100000000
4865161926,200000,100000000
8832107216,500000,100000000
15451019818,1000000,100000000
2184261450,10,100000000
2184550686,20,100000000
2207403902,50,100000000
2185653428,100,100000000
2185196734,200,100000000
2189505778,500,100000000
2216103116,1000,100000000
2210077126,2000,100000000
2252185142,5000,100000000
2317771316,10000,100000000
2475837994,20000,100000000
2851075816,50000,100000000
3509896112,100000,100000000
4851168844,200000,100000000
8838565908,500000,100000000
15407143764,1000000,100000000
2182498104,10,100000000
2207923650,20,100000000
2184171878,50,100000000
2185512366,100,100000000
2186331864,200,100000000
2219193562,500,100000000
2197498144,1000,100000000
2210409356,2000,100000000
2252065050,5000,100000000
2346181630,10000,100000000
2446556622,20000,100000000
2848978586,50000,100000000
3508918594,100000,100000000
4839536312,200000,100000000
8791811144,500000,100000000
15434820848,1000000,100000000
2180383706,10,100000000
2184939628,20,100000000
2185334266,50,100000000
2183602638,100,100000000
2189142310,200,100000000
2188131336,500,100000000
2223352350,1000,100000000
2211646646,2000,100000000
2276114230,5000,100000000
2315993636,10000,100000000
2450871238,20000,100000000
2846134098,50000,100000000
3507172524,100000,100000000
4866035572,200000,100000000
8863280206,500000,100000000
15483252286,1000000,100000000
2182849012,10,100000000
2186472284,20,100000000
2185151586,50,100000000
2207893514,100,100000000
2186002752,200,100000000
2191818790,500,100000000
2197299960,1000,100000000
2210269996,2000,100000000
2251021612,5000,100000000
2316351310,10000,100000000
2449999508,20000,100000000
2874659864,50000,100000000
3507201784,100000,100000000
