TIME,OCALLS,MAX
2186627818,10,100000000
2195055986,20,100000000
2199094604,50,100000000
2207825672,100,100000000
2229731068,200,100000000
2279097614,500,100000000
2290052926,1000,100000000
2249589060,2000,100000000
2474589426,5000,100000000
2612784154,10000,100000000
2837614848,20000,100000000
3734583454,50000,100000000
5203556344,100000,100000000
8061818536,200000,100000000
16855448504,500000,100000000
33091586800,1000000,100000000
2196778904,10,100000000
2195192964,20,100000000
2196257006,50,100000000
2206479058,100,100000000
2228939126,200,100000000
2283131946,500,100000000
2375396734,1000,100000000
2502210444,2000,100000000
2438876216,5000,100000000
2614950262,10000,100000000
2843242616,20000,100000000
3715969068,50000,100000000
5054155534,100000,100000000
7972928842,200000,100000000
17015892052,500000,100000000
33918445336,1000000,100000000
2204984372,10,100000000
2189317846,20,100000000
2202653562,50,100000000
2205488566,100,100000000
2222503920,200,100000000
2243464264,500,100000000
2396862946,1000,100000000
2342465294,2000,100000000
2465584358,5000,100000000
2615803402,10000,100000000
2836424334,20000,100000000
3728571030,50000,100000000
5011003314,100000,100000000
7994743500,200000,100000000
17760335658,500000,100000000
33283677756,1000000,100000000
2204334988,10,100000000
2193694316,20,100000000
2202050182,50,100000000
2215413142,100,100000000
2231702174,200,100000000
2271267956,500,100000000
2274700542,1000,100000000
2399494252,2000,100000000
2440455308,5000,100000000
2614468296,10000,100000000
2829488116,20000,100000000
3679584612,50000,100000000
5020334054,100000,100000000
8086208538,200000,100000000
18125418784,500000,100000000
32587621652,1000000,100000000
2211708550,10,100000000
2199801878,20,100000000
2196519080,50,100000000
2204774226,100,100000000
2226284574,200,100000000
2282765380,500,100000000
2377717834,1000,100000000
2505095584,2000,100000000
2458838300,5000,100000000
2597542886,10000,100000000
2823065976,20000,100000000
3746078484,50000,100000000
5140480996,100000,100000000
8142764202,200000,100000000
18279803014,500000,100000000
32103233640,1000000,100000000
2188280174,10,100000000
2195226992,20,100000000
2192011870,50,100000000
2210385218,100,100000000
2229911474,200,100000000
2286437544,500,100000000
2371175920,1000,100000000
2509830368,2000,100000000
2434574480,5000,100000000
2630112184,10000,100000000
2820893582,20000,100000000
3697089190,50000,100000000
5156758434,100000,100000000
8094331284,200000,100000000
17850830438,500000,100000000
33113948380,1000000,100000000
2196065154,10,100000000
2190789604,20,100000000
2194290340,50,100000000
2205898648,100,100000000
2224482502,200,100000000
2286438286,500,100000000
2356317914,1000,100000000
2444563662,2000,100000000
2577433584,5000,100000000
2623318124,10000,100000000
2823634176,20000,100000000
3691384488,50000,100000000
5114947038,100000,100000000
8001829180,200000,100000000
17061405340,500000,100000000
31799059138,1000000,100000000
2201011672,10,100000000
2197095614,20,100000000
2202691340,50,100000000
2214842148,100,100000000
2236757420,200,100000000
2278839748,500,100000000
2225386112,1000,100000000
2249354020,2000,100000000
2329422960,5000,100000000
2465529284,10000,100000000
2823943024,20000,100000000
3632366170,50000,100000000
5144733316,100000,100000000
7571780414,200000,100000000
17919637806,500000,100000000
31592410378,1000000,100000000
2206831196,10,100000000
2186697588,20,100000000
2196168378,50,100000000
2202656308,100,100000000
2222763830,200,100000000
2283268030,500,100000000
2379928842,1000,100000000
2413564674,2000,100000000
2452073702,5000,100000000
2598938730,10000,100000000
2830303342,20000,100000000
3702291654,50000,100000000
5126874222,100000,100000000
8055377044,200000,100000000
16924548280,500000,100000000
29446778000,1000000,100000000
2218653864,10,100000000
2202423676,20,100000000
2208732688,50,100000000
2220110838,100,100000000
2243219324,200,100000000
2300896910,500,100000000
2269645836,1000,100000000
2420864422,2000,100000000
2568266502,5000,100000000
2585773922,10000,100000000
2724655606,20000,100000000
3660621448,50000,100000000
5159860640,100000,100000000
8130628640,200000,100000000
16453223866,500000,100000000
29896709754,1000000,100000000
