TIME,OCALLS,MAX
21927834650,1000000,100000000
2183734692,10,100000000
2210255290,20,100000000
2184224004,50,100000000
2184468564,100,100000000
2187495672,200,100000000
2191343210,500,100000000
2204320658,1000,100000000
2221438458,2000,100000000
2279675982,5000,100000000
2372810586,10000,100000000
2571226124,20000,100000000
3155679146,50000,100000000
4130218826,100000,100000000
6088362652,200000,100000000
11941686350,500000,100000000
21717342266,1000000,100000000
2178030744,10,100000000
2178577916,20,100000000
2182357660,50,100000000
2179319180,100,100000000
2183178742,200,100000000
2185378022,500,100000000
2199390558,1000,100000000
2216642852,2000,100000000
2279354284,5000,100000000
2373774866,10000,100000000
2568730498,20000,100000000
3154813776,50000,100000000
4126397926,100000,100000000
6069811482,200000,100000000
11915875804,500000,100000000
21716135226,1000000,100000000
2179912068,10,100000000
2179070246,20,100000000
2178190260,50,100000000
2178822486,100,100000000
2182659948,200,100000000
2187686174,500,100000000
2207989478,1000,100000000
2225805952,2000,100000000
2328525690,5000,100000000
2379042858,10000,100000000
2575161104,20000,100000000
3166169242,50000,100000000
4141838120,100000,100000000
6153629814,200000,100000000
11997890940,500000,100000000
21853988456,1000000,100000000
2184692068,10,100000000
2183419270,20,100000000
2184878984,50,100000000
2206952680,100,100000000
2186336398,200,100000000
2195530018,500,100000000
2204365500,1000,100000000
2229992898,2000,100000000
2320201058,5000,100000000
2381237234,10000,100000000
2577502610,20000,100000000
3160567266,50000,100000000
4137219592,100000,100000000
6155765416,200000,100000000
11979681804,500000,100000000
21759475000,1000000,100000000
2185270174,10,100000000
2229708922,20,100000000
2183714156,50,100000000
2183088476,100,100000000
2187233150,200,100000000
2190705370,500,100000000
2206605342,1000,100000000
2223783894,2000,100000000
2287186774,5000,100000000
2391047908,10000,100000000
2618913878,20000,100000000
3160914108,50000,100000000
4139723102,100000,100000000
6090450426,200000,100000000
12043885000,500000,100000000
21857044064,1000000,100000000
2181471560,10,100000000
2227502150,20,100000000
2184001956,50,100000000
2214163506,100,100000000
2187928212,200,100000000
2193014232,500,100000000
2203332462,1000,100000000
2225096030,2000,100000000
2284554254,5000,100000000
2392467640,10000,100000000
2611529398,20000,100000000
3168484008,50000,100000000
4136481004,100000,100000000
6101197602,200000,100000000
12035646744,500000,100000000
21892975686,1000000,100000000
2183673532,10,100000000
2227160840,20,100000000
2184341882,50,100000000
2184266960,100,100000000
2186309540,200,100000000
2211139238,500,100000000
2207098910,1000,100000000
2224218138,2000,100000000
2283760946,5000,100000000
2400871968,10000,100000000
2601441526,20000,100000000
3162175108,50000,100000000
4155747002,100000,100000000
6082280680,200000,100000000
11999259518,500000,100000000
21838814192,1000000,100000000
2182903704,10,100000000
2182464886,20,100000000
2186754116,50,100000000
2227048050,100,100000000
2187536760,200,100000000
2193145340,500,100000000
2204581226,1000,100000000
2222677114,2000,100000000
2284658552,5000,100000000
2378264150,10000,100000000
2573404530,20000,100000000
3207015090,50000,100000000
4141504190,100000,100000000
6090479122,200000,100000000
12038611802,500000,100000000
21827351112,1000000,100000000
2194366998,10,100000000
2187928102,20,100000000
2184312764,50,100000000
2184919606,100,100000000
2187471474,200,100000000
2195974410,500,100000000
2204559718,1000,100000000
2223639868,2000,100000000
2284675008,5000,100000000
2378732342,10000,100000000
2576252596,20000,100000000
3161382484,50000,100000000
4143043204,100000,100000000
6081679224,200000,100000000
12028822148,500000,100000000
21818133822,1000000,100000000
2183774168,10,100000000
2185049372,20,100000000
2182950500,50,100000000
2226016224,100,100000000
2189433072,200,100000000
2193024360,500,100000000
2204050126,1000,100000000
2237804842,2000,100000000
2282503906,5000,100000000
2377436324,10000,100000000
2580010498,20000,100000000
3223637610,50000,100000000
4132936196,100000,100000000
6108554054,200000,100000000
11948085170,500000,100000000
21921397174,1000000,100000000
2185970492,10,100000000
2186541758,20,100000000
2184557932,50,100000000
2229115248,100,100000000
2187190312,200,100000000
2227821876,500,100000000
2205871834,1000,100000000
2227962040,2000,100000000
2282827622,5000,100000000
2382262796,10000,100000000
2575063276,20000,100000000
3218062582,50000,100000000
4181670596,100000,100000000
6082814774,200000,100000000
12014167842,500000,100000000
21717814294,1000000,100000000
2183792738,10,100000000
2185579120,20,100000000
2183176060,50,100000000
2228595014,100,100000000
2188189062,200,100000000
2191842794,500,100000000
2203957540,1000,100000000
2244001598,2000,100000000
2279634004,5000,100000000
2377463310,10000,100000000
2576022640,20000,100000000
3158568644,50000,100000000
4134795116,100000,100000000
6084488360,200000,100000000
12031052132,500000,100000000
21757178026,1000000,100000000
2187759220,10,100000000
2189517898,20,100000000
2184515032,50,100000000
2183970530,100,100000000
2188994424,200,100000000
2195638136,500,100000000
2228997224,1000,100000000
2224377368,2000,100000000
2284486860,5000,100000000
2386398022,10000,100000000
2574451338,20000,100000000
3165368356,50000,100000000
4133385034,100000,100000000
6088684606,200000,100000000
12032849992,500000,100000000
21937039508,1000000,100000000
2184653954,10,100000000
2185744970,20,100000000
2185020724,50,100000000
2186724730,100,100000000
2186131970,200,100000000
2234755714,500,100000000
2202998658,1000,100000000
2247937154,2000,100000000
2283563504,5000,100000000
2381173062,10000,100000000
2576524926,20000,100000000
3164857406,50000,100000000
4143347448,100000,100000000
6086859316,200000,100000000
12021988178,500000,100000000
21756401154,1000000,100000000
2197989886,10,100000000
2186853044,20,100000000
2184645860,50,100000000
2185043780,100,100000000
2188421130,200,100000000
2207933822,500,100000000
2203400508,1000,100000000
2219064256,2000,100000000
2277656174,5000,100000000
2375677340,10000,100000000
2570311648,20000,100000000
3150394076,50000,100000000
4203599386,100000,100000000
6084203244,200000,100000000
11946230166,500000,100000000
21825072492,1000000,100000000
2181672982,10,100000000
2182446982,20,100000000
2185174568,50,100000000
2183485294,100,100000000
2188396124,200,100000000
2239172872,500,100000000
2203748306,1000,100000000
2256766888,2000,100000000
2284052034,5000,100000000
2378369008,10000,100000000
2573288746,20000,100000000
3165855100,50000,100000000
4209459480,100000,100000000
6138038600,200000,100000000
11975800716,500000,100000000
21894021784,1000000,100000000
2182709330,10,100000000
2185678226,20,100000000
2186369138,50,100000000
2186666426,100,100000000
2187012542,200,100000000
2193707578,500,100000000
2204262496,1000,100000000
2225000568,2000,100000000
2283308000,5000,100000000
2377622394,10000,100000000
2572671528,20000,100000000
3162026802,50000,100000000
4199875122,100000,100000000
6081685728,200000,100000000
12015229680,500000,100000000
21858175752,1000000,100000000
2182242446,10,100000000
2184225472,20,100000000
2194929092,50,100000000
2184777802,100,100000000
2185716694,200,100000000
2190558954,500,100000000
2204680614,1000,100000000
2264690746,2000,100000000
2284701306,5000,100000000
2381131654,10000,100000000
2572724936,20000,100000000
3174061280,50000,100000000
4152698622,100000,100000000
6085027606,200000,100000000
11941905018,500000,100000000
21715995940,1000000,100000000
2208393834,10,100000000
2189085390,20,100000000
2187051796,50,100000000
2184807222,100,100000000
2185333596,200,100000000
2197136906,500,100000000
2206238044,1000,100000000
2268326360,2000,100000000
2283581668,5000,100000000
2411593600,10000,100000000
2576766244,20000,100000000
3171798544,50000,100000000
4139603290,100000,100000000
6162803834,200000,100000000
11993769422,500000,100000000
21763956138,1000000,100000000
2183259070,10,100000000
2186568558,20,100000000
2196442208,50,100000000
2191165584,100,100000000
2187066328,200,100000000
2192272244,500,100000000
2207619704,1000,100000000
2269103678,2000,100000000
2282841548,5000,100000000
2381017012,10000,100000000
2575382034,20000,100000000
3184347880,50000,100000000
4139627834,100000,100000000
6152164730,200000,100000000
11936580870,500000,100000000
21840286306,1000000,100000000
2221961894,10,100000000
2187463724,20,100000000
2182834042,50,100000000
2187735390,100,100000000
2188348142,200,100000000
2195596770,500,100000000
2197539258,1000,100000000
2221348040,2000,100000000
2278944840,5000,100000000
2374605650,10000,100000000
2564888952,20000,100000000
3149527272,50000,100000000
4124752310,100000,100000000
6082662548,200000,100000000
11920891726,500000,100000000
21691262434,1000000,100000000
2179210806,10,100000000
2177292898,20,100000000
2179291864,50,100000000
2179458000,100,100000000
2181665690,200,100000000
2185849930,500,100000000
2197549444,1000,100000000
2216926798,2000,100000000
2276307150,5000,100000000
2376331234,10000,100000000
2569799294,20000,100000000
3153499448,50000,100000000
4127756214,100000,100000000
6084697214,200000,100000000
11922472830,500000,100000000
21726468838,1000000,100000000
2180212346,10,100000000
2178352962,20,100000000
2179553008,50,100000000
2180260950,100,100000000
2182078720,200,100000000
2189908296,500,100000000
2204530780,1000,100000000
2225685850,2000,100000000
2286195704,5000,100000000
2389667374,10000,100000000
2574338372,20000,100000000
3161497102,50000,100000000
4138202634,100000,100000000
6094184598,200000,100000000
11946029208,500000,100000000
21797095696,1000000,100000000
2194476370,10,100000000
2218462816,20,100000000
2184275562,50,100000000
2217867116,100,100000000
2189024096,200,100000000
2191902488,500,100000000
2206057020,1000,100000000
2222369142,2000,100000000
2282389010,5000,100000000
2427481264,10000,100000000
2576807862,20000,100000000
3201245438,50000,100000000
4144449944,100000,100000000
6089290730,200000,100000000
12033384520,500000,100000000
21787652266,1000000,100000000
2183307962,10,100000000
2183554948,20,100000000
2185957050,50,100000000
2185035480,100,100000000
2188131028,200,100000000
2197404778,500,100000000
2204855802,1000,100000000
2224823592,2000,100000000
2284711720,5000,100000000
2431025440,10000,100000000
2575885376,20000,100000000
3161202218,50000,100000000
4156202288,100000,100000000
6076275384,200000,100000000
12040608276,500000,100000000
21789699638,1000000,100000000
2183499396,10,100000000
2185765874,20,100000000
2186966242,50,100000000
2186150550,100,100000000
2185331200,200,100000000
2193052138,500,100000000
2205143758,1000,100000000
2234135262,2000,100000000
2281400728,5000,100000000
2378210716,10000,100000000
2573691904,20000,100000000
3160062262,50000,100000000
4151765772,100000,100000000
6109528586,200000,100000000
11957935870,500000,100000000
21898940286,1000000,100000000
2184488092,10,100000000
2184956424,20,100000000
2189922848,50,100000000
2223150890,100,100000000
2190039640,200,100000000
2224719116,500,100000000
2213900128,1000,100000000
2222202570,2000,100000000
2281272280,5000,100000000
2379695898,10000,100000000
2577167638,20000,100000000
3158935006,50000,100000000
4169004594,100000,100000000
6080140776,200000,100000000
12015406810,500000,100000000
21943483498,1000000,100000000
2183093762,10,100000000
2184917210,20,100000000
2198292526,50,100000000
2213408196,100,100000000
2187207836,200,100000000
2194839116,500,100000000
2202889632,1000,100000000
2238905264,2000,100000000
2283266536,5000,100000000
2378459408,10000,100000000
2574724718,20000,100000000
3215907436,50000,100000000
4135070836,100000,100000000
6082171610,200000,100000000
11972319348,500000,100000000
21817876642,1000000,100000000
2184182042,10,100000000
2184009090,20,100000000
2203063994,50,100000000
2214915846,100,100000000
2188308126,200,100000000
2229310360,500,100000000
2205791420,1000,100000000
2221392820,2000,100000000
2284192676,5000,100000000
2385036174,10000,100000000
2576478630,20000,100000000
3228560248,50000,100000000
4179135166,100000,100000000
6088520494,200000,100000000
12058011004,500000,100000000
21762830616,1000000,100000000
2184398788,10,100000000
2184973154,20,100000000
2185719110,50,100000000
2186742956,100,100000000
2187263604,200,100000000
2192231450,500,100000000
2203833648,1000,100000000
2224578598,2000,100000000
2282859780,5000,100000000
2378436580,10000,100000000
2576237082,20000,100000000
3219725174,50000,100000000
4169893924,100000,100000000
6115769714,200000,100000000
11941955482,500000,100000000
21734538280,1000000,100000000
2193577966,10,100000000
2184018966,20,100000000
2187026960,50,100000000
2186918516,100,100000000
2187688636,200,100000000
2194411914,500,100000000
2219462794,1000,100000000
2224666138,2000,100000000
2282839320,5000,100000000
2388630614,10000,100000000
2575433188,20000,100000000
3161328170,50000,100000000
4139302662,100000,100000000
6083178272,200000,100000000
12116851218,500000,100000000
21929692926,1000000,100000000
2184917882,10,100000000
2184653692,20,100000000
2183060680,50,100000000
2185656448,100,100000000
2188434574,200,100000000
2192145816,500,100000000
2202600692,1000,100000000
2273129442,2000,100000000
2283076678,5000,100000000
2381499538,10000,100000000
2576277548,20000,100000000
3159426262,50000,100000000
4135270628,100000,100000000
6169746230,200000,100000000
11958274338,500000,100000000
21828870840,1000000,100000000
2228799212,10,100000000
2183714732,20,100000000
2183051274,50,100000000
2188234112,100,100000000
2207748504,200,100000000
2219044452,500,100000000
2203795990,1000,100000000
2224719294,2000,100000000
2284095524,5000,100000000
2430603804,10000,100000000
2576664030,20000,100000000
3165432414,50000,100000000
4203187216,100000,100000000
6087039448,200000,100000000
12033781112,500000,100000000
21907479450,1000000,100000000
2184765428,10,100000000
2182942140,20,100000000
2229817278,50,100000000
2183394886,100,100000000
2190076160,200,100000000
2192591146,500,100000000
2223593976,1000,100000000
2253095610,2000,100000000
2283142844,5000,100000000
2380602312,10000,100000000
