TIME STD,OWRITE STD,PAYLOAD B
29984162,512,1048576
27631084,512,1048576
23152220,512,1048576
22295452,512,1048576
21974854,512,1048576
21997546,512,1048576
21892382,512,1048576
21875106,512,1048576
22119996,512,1048576
21950690,512,1048576
