TIME,OWRITE,PAYLOAD
1123036,1,16384
936060,1,16384
1017474,1,16384
930864,1,16384
927038,1,16384
925254,1,16384
926314,1,16384
924608,1,16384
919446,1,16384
937668,1,16384
952540,1,16384
931312,1,16384
923638,1,16384
924330,1,16384
922566,1,16384
927316,1,16384
922896,1,16384
967332,1,16384
924848,1,16384
937334,1,16384
930630,1,16384
934480,1,16384
929542,1,16384
932898,1,16384
1000214,1,16384
932278,1,16384
929796,1,16384
932230,1,16384
925748,1,16384
934954,1,16384
928624,1,16384
960928,1,16384
933176,1,16384
928074,1,16384
934018,1,16384
932262,1,16384
927120,1,16384
930214,1,16384
928964,1,16384
1078668,1,16384
931228,1,16384
925092,1,16384
926732,1,16384
968560,1,16384
976476,1,16384
977476,1,16384
1029182,1,16384
969698,1,16384
937238,1,16384
929774,1,16384
929162,1,16384
927030,1,16384
927024,1,16384
1011700,1,16384
900856,1,16384
902126,1,16384
986218,1,16384
1001644,1,16384
939880,1,16384
902410,1,16384
1142290,1,16384
898288,1,16384
895076,1,16384
898684,1,16384
894932,1,16384
898870,1,16384
897022,1,16384
891790,1,16384
949540,1,16384
939324,1,16384
897032,1,16384
895502,1,16384
895584,1,16384
896998,1,16384
896650,1,16384
983888,1,16384
893418,1,16384
894058,1,16384
891244,1,16384
898332,1,16384
892980,1,16384
897342,1,16384
895000,1,16384
925654,1,16384
895278,1,16384
893268,1,16384
897546,1,16384
899066,1,16384
973016,1,16384
894696,1,16384
1115052,1,16384
896142,1,16384
894732,1,16384
891060,1,16384
897400,1,16384
896848,1,16384
892496,1,16384
898306,1,16384
929108,1,16384
930084,1,16384
897884,1,16384
900604,1,16384
894494,1,16384
894084,1,16384
894570,1,16384
1025182,1,16384
892930,1,16384
895732,1,16384
893554,1,16384
978986,1,16384
893534,1,16384
893262,1,16384
897488,1,16384
938054,1,16384
893128,1,16384
897158,1,16384
898544,1,16384
894396,1,16384
939230,1,16384
889234,1,16384
1018534,1,16384
898376,1,16384
895418,1,16384
893018,1,16384
894464,1,16384
894194,1,16384
894896,1,16384
894378,1,16384
919084,1,16384
899982,1,16384
895558,1,16384
893506,1,16384
891990,1,16384
893662,1,16384
891384,1,16384
896032,1,16384
895088,1,16384
1028626,1,16384
983392,1,16384
978302,1,16384
964276,1,16384
980600,1,16384
902654,1,16384
902288,1,16384
900566,1,16384
900236,1,16384
903380,1,16384
895196,1,16384
994012,1,16384
896784,1,16384
1038126,1,16384
898204,1,16384
894542,1,16384
895496,1,16384
896490,1,16384
898680,1,16384
896530,1,16384
895076,1,16384
897332,1,16384
926462,1,16384
895824,1,16384
892840,1,16384
893638,1,16384
