TIME STD,OWRITE STD,PAYLOAD B
67239464,131072,262144
67591778,131072,262144
66365582,131072,262144
68045822,131072,262144
66242492,131072,262144
65991150,131072,262144
66151984,131072,262144
67125516,131072,262144
66602276,131072,262144
65979116,131072,262144
66105898,131072,262144
66049182,131072,262144
66285110,131072,262144
66625550,131072,262144
65864746,131072,262144
66395760,131072,262144
66518878,131072,262144
66138466,131072,262144
66169808,131072,262144
66344630,131072,262144
66361322,131072,262144
66248352,131072,262144
66357962,131072,262144
66502950,131072,262144
66361640,131072,262144
66353334,131072,262144
66747558,131072,262144
65998700,131072,262144
65833628,131072,262144
66457878,131072,262144
66445886,131072,262144
65929602,131072,262144
67616364,131072,262144
66369272,131072,262144
65907432,131072,262144
66204610,131072,262144
65990354,131072,262144
66504286,131072,262144
66233700,131072,262144
66206520,131072,262144
66558384,131072,262144
66188612,131072,262144
66137632,131072,262144
67047162,131072,262144
67036938,131072,262144
66288852,131072,262144
66252606,131072,262144
67004780,131072,262144
66672076,131072,262144
67327636,131072,262144
66197874,131072,262144
66587050,131072,262144
66984300,131072,262144
66862482,131072,262144
66427170,131072,262144
66804254,131072,262144
66436966,131072,262144
65942002,131072,262144
66317470,131072,262144
66290988,131072,262144
66072284,131072,262144
66127188,131072,262144
66682596,131072,262144
66221736,131072,262144
66109244,131072,262144
66015798,131072,262144
66207300,131072,262144
66214002,131072,262144
65827902,131072,262144
66293980,131072,262144
66078354,131072,262144
66054200,131072,262144
66161244,131072,262144
66344532,131072,262144
66455786,131072,262144
66236394,131072,262144
66411796,131072,262144
66175124,131072,262144
66555804,131072,262144
66515284,131072,262144
67030916,131072,262144
66821312,131072,262144
66268324,131072,262144
66720412,131072,262144
66111774,131072,262144
67090962,131072,262144
66101996,131072,262144
67136354,131072,262144
66953618,131072,262144
66298484,131072,262144
66949904,131072,262144
66394388,131072,262144
66018178,131072,262144
65854326,131072,262144
65806570,131072,262144
65759670,131072,262144
65755404,131072,262144
65534776,131072,262144
66117336,131072,262144
66036038,131072,262144
65670776,131072,262144
65653944,131072,262144
65649976,131072,262144
66006200,131072,262144
65771642,131072,262144
65989102,131072,262144
65820434,131072,262144
65704724,131072,262144
65430682,131072,262144
66031346,131072,262144
65912758,131072,262144
65649296,131072,262144
66053016,131072,262144
65955746,131072,262144
66266198,131072,262144
66248608,131072,262144
66322738,131072,262144
65820638,131072,262144
65971500,131072,262144
65706928,131072,262144
65735948,131072,262144
66027792,131072,262144
65603374,131072,262144
65946102,131072,262144
66550924,131072,262144
65820160,131072,262144
65746572,131072,262144
66333466,131072,262144
65924036,131072,262144
65759148,131072,262144
65736912,131072,262144
65759880,131072,262144
65889692,131072,262144
65487548,131072,262144
66382020,131072,262144
65771816,131072,262144
65763836,131072,262144
65710678,131072,262144
66068552,131072,262144
65710630,131072,262144
66011812,131072,262144
66178982,131072,262144
66054632,131072,262144
67714658,131072,262144
65641230,131072,262144
66502712,131072,262144
66048272,131072,262144
66024344,131072,262144
65887644,131072,262144
65733608,131072,262144
66059148,131072,262144
66516598,131072,262144
65917728,131072,262144
65862338,131072,262144
66177300,131072,262144
65604516,131072,262144
66083900,131072,262144
65783524,131072,262144
65998220,131072,262144
66060280,131072,262144
66341266,131072,262144
66040288,131072,262144
65580180,131072,262144
65953122,131072,262144
65839282,131072,262144
65667780,131072,262144
65696442,131072,262144
66309230,131072,262144
65815538,131072,262144
65801718,131072,262144
66240832,131072,262144
66056062,131072,262144
65855522,131072,262144
65645762,131072,262144
65891642,131072,262144
65772118,131072,262144
65810660,131072,262144
65887814,131072,262144
65838260,131072,262144
65844948,131072,262144
65707766,131072,262144
66216656,131072,262144
65905448,131072,262144
65946580,131072,262144
65815778,131072,262144
66127662,131072,262144
65740702,131072,262144
66551674,131072,262144
67558946,131072,262144
65819524,131072,262144
66948548,131072,262144
66296634,131072,262144
66806730,131072,262144
67045718,131072,262144
66278768,131072,262144
66172388,131072,262144
66738176,131072,262144
66084468,131072,262144
65972022,131072,262144
66761846,131072,262144
65964882,131072,262144
66090788,131072,262144
65725748,131072,262144
66191320,131072,262144
65821178,131072,262144
65946134,131072,262144
66642894,131072,262144
65954362,131072,262144
65667852,131072,262144
65917306,131072,262144
66135586,131072,262144
65851888,131072,262144
65763180,131072,262144
65969676,131072,262144
66110094,131072,262144
65628414,131072,262144
65746052,131072,262144
66146236,131072,262144
65857478,131072,262144
65881312,131072,262144
65745170,131072,262144
66083208,131072,262144
65829596,131072,262144
68034936,131072,262144
66287872,131072,262144
65653642,131072,262144
65685114,131072,262144
65594742,131072,262144
67187122,131072,262144
67979244,131072,262144
66515528,131072,262144
66220906,131072,262144
66527926,131072,262144
67099208,131072,262144
66039526,131072,262144
66382236,131072,262144
65611728,131072,262144
65559222,131072,262144
65661182,131072,262144
66129788,131072,262144
65516212,131072,262144
66091180,131072,262144
66901640,131072,262144
67056508,131072,262144
66656750,131072,262144
66573098,131072,262144
66534650,131072,262144
66681278,131072,262144
66458070,131072,262144
66769050,131072,262144
66267434,131072,262144
66609462,131072,262144
66655866,131072,262144
66947950,131072,262144
66184710,131072,262144
66354016,131072,262144
65988162,131072,262144
66093208,131072,262144
66381938,131072,262144
67204220,131072,262144
66773696,131072,262144
66818714,131072,262144
67547606,131072,262144
66531804,131072,262144
66712944,131072,262144
66526408,131072,262144
66486150,131072,262144
66431350,131072,262144
66658742,131072,262144
66354254,131072,262144
66424678,131072,262144
69367912,131072,262144
65857760,131072,262144
65757146,131072,262144
65525162,131072,262144
65379000,131072,262144
65754824,131072,262144
65555512,131072,262144
66053790,131072,262144
65748924,131072,262144
65527334,131072,262144
65572152,131072,262144
65786324,131072,262144
65406596,131072,262144
65575766,131072,262144
65892880,131072,262144
65940492,131072,262144
65687534,131072,262144
66054466,131072,262144
66300804,131072,262144
66030906,131072,262144
66016376,131072,262144
66099986,131072,262144
66191398,131072,262144
66223428,131072,262144
66859126,131072,262144
67201320,131072,262144
66634928,131072,262144
66460868,131072,262144
66566256,131072,262144
67477118,131072,262144
66191182,131072,262144
66372648,131072,262144
66698728,131072,262144
66790352,131072,262144
66242602,131072,262144
66365428,131072,262144
66888984,131072,262144
66610308,131072,262144
66069422,131072,262144
66121508,131072,262144
66206090,131072,262144
66295268,131072,262144
66032136,131072,262144
67260534,131072,262144
66266340,131072,262144
66050352,131072,262144
66216624,131072,262144
66328840,131072,262144
66018556,131072,262144
66120478,131072,262144
66446218,131072,262144
66094454,131072,262144
66308766,131072,262144
65830550,131072,262144
66572222,131072,262144
66055392,131072,262144
66098374,131072,262144
65965030,131072,262144
66264806,131072,262144
