TIME STD,OWRITE STD,PAYLOAD B
379368,8,2048
336760,8,2048
332710,8,2048
330402,8,2048
328966,8,2048
330884,8,2048
329894,8,2048
328544,8,2048
448984,8,2048
331746,8,2048
331938,8,2048
331436,8,2048
331830,8,2048
328956,8,2048
328686,8,2048
330210,8,2048
327984,8,2048
330526,8,2048
332508,8,2048
329582,8,2048
330792,8,2048
330318,8,2048
357332,8,2048
329348,8,2048
329828,8,2048
328958,8,2048
332806,8,2048
332244,8,2048
332616,8,2048
330240,8,2048
331296,8,2048
332888,8,2048
330082,8,2048
332380,8,2048
331412,8,2048
329628,8,2048
330486,8,2048
333568,8,2048
332748,8,2048
329936,8,2048
330598,8,2048
330102,8,2048
330904,8,2048
439098,8,2048
330054,8,2048
330912,8,2048
329532,8,2048
328712,8,2048
332116,8,2048
419112,8,2048
329886,8,2048
332496,8,2048
329800,8,2048
328906,8,2048
327510,8,2048
367074,8,2048
328420,8,2048
328042,8,2048
331156,8,2048
330808,8,2048
331538,8,2048
332786,8,2048
332316,8,2048
330578,8,2048
329356,8,2048
428856,8,2048
331498,8,2048
331674,8,2048
332376,8,2048
330716,8,2048
331990,8,2048
333176,8,2048
329924,8,2048
331666,8,2048
330222,8,2048
331180,8,2048
343570,8,2048
330412,8,2048
330414,8,2048
330974,8,2048
329890,8,2048
331772,8,2048
329276,8,2048
329948,8,2048
329670,8,2048
329632,8,2048
331226,8,2048
331320,8,2048
330442,8,2048
329612,8,2048
333128,8,2048
329982,8,2048
329592,8,2048
330602,8,2048
372818,8,2048
329596,8,2048
330192,8,2048
328020,8,2048
329936,8,2048
329026,8,2048
331250,8,2048
329374,8,2048
330000,8,2048
328704,8,2048
332454,8,2048
331140,8,2048
329928,8,2048
370374,8,2048
341312,8,2048
330266,8,2048
337376,8,2048
330012,8,2048
331150,8,2048
330928,8,2048
329632,8,2048
332464,8,2048
332714,8,2048
330864,8,2048
332896,8,2048
335102,8,2048
331206,8,2048
330934,8,2048
330808,8,2048
330624,8,2048
330268,8,2048
331556,8,2048
333088,8,2048
