TIME STD,OWRITE STD,PAYLOAD B
389350,2,32
336956,2,32
332508,2,32
331456,2,32
332580,2,32
333928,2,32
329320,2,32
331646,2,32
371916,2,32
331512,2,32
331722,2,32
435428,2,32
330078,2,32
333344,2,32
329784,2,32
330774,2,32
334174,2,32
329566,2,32
331482,2,32
330838,2,32
332370,2,32
331394,2,32
329946,2,32
330498,2,32
329772,2,32
352038,2,32
331522,2,32
330742,2,32
329270,2,32
331446,2,32
328878,2,32
332030,2,32
330980,2,32
329284,2,32
329654,2,32
330730,2,32
332592,2,32
331926,2,32
330596,2,32
329966,2,32
424662,2,32
330384,2,32
333330,2,32
334336,2,32
331768,2,32
410742,2,32
365088,2,32
333148,2,32
331870,2,32
333622,2,32
330538,2,32
330740,2,32
331350,2,32
450342,2,32
334148,2,32
330154,2,32
333634,2,32
330976,2,32
328406,2,32
333068,2,32
331450,2,32
328452,2,32
331026,2,32
328898,2,32
331490,2,32
416352,2,32
331896,2,32
328222,2,32
438876,2,32
329564,2,32
329360,2,32
331294,2,32
329708,2,32
333092,2,32
328022,2,32
329104,2,32
329776,2,32
330804,2,32
333210,2,32
331690,2,32
329772,2,32
331914,2,32
491536,2,32
329994,2,32
331424,2,32
329060,2,32
330140,2,32
329500,2,32
330944,2,32
330164,2,32
331938,2,32
329718,2,32
329518,2,32
329094,2,32
330466,2,32
330292,2,32
331782,2,32
332484,2,32
330502,2,32
327936,2,32
331008,2,32
328816,2,32
344324,2,32
327568,2,32
329322,2,32
333586,2,32
329064,2,32
328766,2,32
329540,2,32
329940,2,32
339242,2,32
334268,2,32
329652,2,32
330598,2,32
326806,2,32
329674,2,32
327866,2,32
345928,2,32
328888,2,32
327926,2,32
327480,2,32
328938,2,32
327674,2,32
329252,2,32
328732,2,32
438084,2,32
331818,2,32
329000,2,32
329182,2,32
329728,2,32
331128,2,32
332532,2,32
344742,2,32
329194,2,32
330368,2,32
331674,2,32
330538,2,32
330448,2,32
330216,2,32
649842,2,32
329684,2,32
329448,2,32
328324,2,32
327274,2,32
329708,2,32
327856,2,32
330180,2,32
329790,2,32
329758,2,32
328016,2,32
328700,2,32
331750,2,32
329688,2,32
382424,2,32
331392,2,32
329430,2,32
331734,2,32
328336,2,32
329908,2,32
332728,2,32
328148,2,32
329510,2,32
330244,2,32
328606,2,32
330302,2,32
332034,2,32
329984,2,32
328870,2,32
372682,2,32
328588,2,32
329226,2,32
330720,2,32
330840,2,32
328604,2,32
328506,2,32
331018,2,32
328754,2,32
328872,2,32
328178,2,32
329134,2,32
368112,2,32
330704,2,32
329934,2,32
330670,2,32
329588,2,32
332484,2,32
329724,2,32
330148,2,32
330140,2,32
330936,2,32
330586,2,32
330214,2,32
331256,2,32
331158,2,32
329316,2,32
329704,2,32
594518,2,32
328324,2,32
327730,2,32
330514,2,32
327412,2,32
328170,2,32
329002,2,32
328996,2,32
329714,2,32
327802,2,32
329190,2,32
328136,2,32
331810,2,32
328948,2,32
427310,2,32
328826,2,32
331584,2,32
328574,2,32
329876,2,32
328478,2,32
330262,2,32
328008,2,32
329436,2,32
330978,2,32
332252,2,32
329590,2,32
329338,2,32
329278,2,32
330886,2,32
455342,2,32
329154,2,32
327764,2,32
328454,2,32
328420,2,32
329138,2,32
327868,2,32
329180,2,32
328168,2,32
328842,2,32
328042,2,32
328224,2,32
415818,2,32
362408,2,32
364014,2,32
328884,2,32
328934,2,32
328768,2,32
329502,2,32
328020,2,32
330002,2,32
329794,2,32
329556,2,32
328158,2,32
328362,2,32
328072,2,32
332388,2,32
328552,2,32
333820,2,32
329352,2,32
328316,2,32
329220,2,32
328096,2,32
328936,2,32
328038,2,32
328810,2,32
329448,2,32
329616,2,32
330622,2,32
327954,2,32
330184,2,32
330598,2,32
459400,2,32
329576,2,32
328848,2,32
329822,2,32
328296,2,32
329656,2,32
329540,2,32
327784,2,32
329530,2,32
329568,2,32
330476,2,32
329774,2,32
329234,2,32
330594,2,32
329262,2,32
330832,2,32
336442,2,32
327908,2,32
329212,2,32
328662,2,32
328010,2,32
327930,2,32
327668,2,32
327630,2,32
327292,2,32
329354,2,32
327864,2,32
327256,2,32
328414,2,32
330622,2,32
328060,2,32
328050,2,32
329754,2,32
327980,2,32
327904,2,32
329072,2,32
327544,2,32
330926,2,32
329660,2,32
330224,2,32
329880,2,32
328302,2,32
329300,2,32
454874,2,32
329320,2,32
328824,2,32
329128,2,32
328532,2,32
330620,2,32
328584,2,32
330064,2,32
328580,2,32
328856,2,32
328132,2,32
410196,2,32
328528,2,32
329186,2,32
382368,2,32
330964,2,32
329610,2,32
328954,2,32
329398,2,32
330484,2,32
328310,2,32
328628,2,32
329320,2,32
328118,2,32
327938,2,32
327548,2,32
332842,2,32
330368,2,32
328716,2,32
332070,2,32
391704,2,32
327874,2,32
328604,2,32
329354,2,32
327722,2,32
330568,2,32
328878,2,32
328490,2,32
330906,2,32
329376,2,32
330376,2,32
329936,2,32
409620,2,32
331258,2,32
330038,2,32
328126,2,32
328038,2,32
330344,2,32
329456,2,32
327838,2,32
328326,2,32
329534,2,32
328862,2,32
331818,2,32
329634,2,32
328304,2,32
332110,2,32
456564,2,32
329376,2,32
328334,2,32
329104,2,32
328250,2,32
328230,2,32
328030,2,32
329498,2,32
327244,2,32
329394,2,32
328144,2,32
329720,2,32
328052,2,32
327748,2,32
329154,2,32
329458,2,32
329448,2,32
328348,2,32
328748,2,32
328016,2,32
330042,2,32
330246,2,32
327656,2,32
331044,2,32
330640,2,32
327462,2,32
327310,2,32
328164,2,32
328480,2,32
456084,2,32
329032,2,32
392572,2,32
329790,2,32
329726,2,32
329442,2,32
329034,2,32
328720,2,32
329340,2,32
328578,2,32
329148,2,32
329384,2,32
327154,2,32
327862,2,32
438762,2,32
331394,2,32
328244,2,32
330874,2,32
327696,2,32
329012,2,32
329010,2,32
328930,2,32
330400,2,32
329814,2,32
328956,2,32
329040,2,32
328390,2,32
331648,2,32
330492,2,32
329614,2,32
329612,2,32
328332,2,32
329442,2,32
328936,2,32
329024,2,32
327050,2,32
330326,2,32
329976,2,32
329748,2,32
328054,2,32
329780,2,32
329418,2,32
329768,2,32
462724,2,32
328522,2,32
328364,2,32
328438,2,32
447672,2,32
328756,2,32
329328,2,32
327896,2,32
327764,2,32
329320,2,32
328322,2,32
328904,2,32
328174,2,32
329200,2,32
347978,2,32
328328,2,32
329622,2,32
481488,2,32
329772,2,32
328042,2,32
328004,2,32
328420,2,32
335506,2,32
328796,2,32
329200,2,32
328358,2,32
327864,2,32
328116,2,32
329250,2,32
368320,2,32
329250,2,32
328168,2,32
327582,2,32
327240,2,32
329342,2,32
329946,2,32
327580,2,32
369244,2,32
326676,2,32
328128,2,32
327046,2,32
329772,2,32
328172,2,32
370500,2,32
330996,2,32
330786,2,32
327268,2,32
327808,2,32
328682,2,32
328470,2,32
328730,2,32
326452,2,32
