TIME STD,OWRITE STD,PAYLOAD B
501560,512,1024
459230,512,1024
463232,512,1024
567882,512,1024
454192,512,1024
455688,512,1024
457496,512,1024
457144,512,1024
455226,512,1024
452970,512,1024
456998,512,1024
455600,512,1024
457634,512,1024
455202,512,1024
453616,512,1024
468208,512,1024
453230,512,1024
454718,512,1024
454120,512,1024
459200,512,1024
453232,512,1024
455602,512,1024
453860,512,1024
455690,512,1024
456262,512,1024
457104,512,1024
454116,512,1024
455372,512,1024
453618,512,1024
455976,512,1024
452408,512,1024
454660,512,1024
455462,512,1024
453744,512,1024
489444,512,1024
456622,512,1024
453838,512,1024
456502,512,1024
453850,512,1024
454846,512,1024
454910,512,1024
453624,512,1024
454658,512,1024
454954,512,1024
453320,512,1024
455164,512,1024
454744,512,1024
454396,512,1024
454566,512,1024
453930,512,1024
457072,512,1024
453200,512,1024
490758,512,1024
454984,512,1024
456718,512,1024
454174,512,1024
455962,512,1024
454200,512,1024
454454,512,1024
456392,512,1024
454238,512,1024
455510,512,1024
454638,512,1024
453858,512,1024
456728,512,1024
454536,512,1024
453042,512,1024
452776,512,1024
453574,512,1024
458678,512,1024
452750,512,1024
453908,512,1024
455096,512,1024
453822,512,1024
455658,512,1024
451566,512,1024
548974,512,1024
455980,512,1024
455278,512,1024
453670,512,1024
454424,512,1024
453066,512,1024
498676,512,1024
453798,512,1024
452724,512,1024
453912,512,1024
455152,512,1024
453340,512,1024
653488,512,1024
453390,512,1024
451784,512,1024
452934,512,1024
452800,512,1024
452566,512,1024
452672,512,1024
450824,512,1024
452220,512,1024
453514,512,1024
453096,512,1024
451290,512,1024
548368,512,1024
451776,512,1024
451558,512,1024
452698,512,1024
453062,512,1024
453460,512,1024
453426,512,1024
453272,512,1024
451776,512,1024
452996,512,1024
453726,512,1024
451722,512,1024
574142,512,1024
451954,512,1024
452072,512,1024
452188,512,1024
452638,512,1024
451592,512,1024
451704,512,1024
452888,512,1024
453006,512,1024
453222,512,1024
472414,512,1024
453814,512,1024
559732,512,1024
454744,512,1024
455200,512,1024
452846,512,1024
452502,512,1024
452614,512,1024
454368,512,1024
540590,512,1024
453288,512,1024
452128,512,1024
453674,512,1024
454786,512,1024
515870,512,1024
452672,512,1024
452216,512,1024
453946,512,1024
452152,512,1024
452542,512,1024
452198,512,1024
452692,512,1024
452276,512,1024
452708,512,1024
451398,512,1024
452326,512,1024
454106,512,1024
454526,512,1024
455332,512,1024
452604,512,1024
454320,512,1024
452768,512,1024
453120,512,1024
453842,512,1024
453736,512,1024
453812,512,1024
452322,512,1024
453932,512,1024
451784,512,1024
455776,512,1024
451398,512,1024
451972,512,1024
452022,512,1024
450356,512,1024
453072,512,1024
452846,512,1024
452602,512,1024
451942,512,1024
453218,512,1024
452128,512,1024
453054,512,1024
541658,512,1024
453480,512,1024
453218,512,1024
452918,512,1024
453394,512,1024
452336,512,1024
453974,512,1024
539962,512,1024
452770,512,1024
451418,512,1024
453588,512,1024
454582,512,1024
586572,512,1024
452708,512,1024
453244,512,1024
454270,512,1024
452054,512,1024
451892,512,1024
453748,512,1024
452942,512,1024
454364,512,1024
453140,512,1024
452938,512,1024
454000,512,1024
549544,512,1024
452062,512,1024
452670,512,1024
452288,512,1024
452592,512,1024
453298,512,1024
452124,512,1024
453528,512,1024
453850,512,1024
452506,512,1024
453918,512,1024
451904,512,1024
568364,512,1024
451796,512,1024
451826,512,1024
451924,512,1024
452406,512,1024
451374,512,1024
453112,512,1024
453300,512,1024
452468,512,1024
453156,512,1024
453052,512,1024
453360,512,1024
561158,512,1024
454948,512,1024
455238,512,1024
454368,512,1024
452742,512,1024
453766,512,1024
453168,512,1024
452306,512,1024
491656,512,1024
453942,512,1024
453238,512,1024
453298,512,1024
552170,512,1024
453686,512,1024
452414,512,1024
454362,512,1024
452406,512,1024
452110,512,1024
453222,512,1024
456642,512,1024
453850,512,1024
453032,512,1024
453584,512,1024
454068,512,1024
509690,512,1024
451886,512,1024
451700,512,1024
452500,512,1024
452394,512,1024
452756,512,1024
453636,512,1024
452820,512,1024
452884,512,1024
455462,512,1024
454662,512,1024
452510,512,1024
452628,512,1024
453266,512,1024
453914,512,1024
453074,512,1024
453438,512,1024
452584,512,1024
450622,512,1024
453030,512,1024
452294,512,1024
452388,512,1024
455024,512,1024
453170,512,1024
455264,512,1024
452532,512,1024
452506,512,1024
454112,512,1024
455084,512,1024
459386,512,1024
455208,512,1024
453450,512,1024
497008,512,1024
453316,512,1024
452672,512,1024
453276,512,1024
454922,512,1024
455412,512,1024
452566,512,1024
451286,512,1024
452620,512,1024
452680,512,1024
453222,512,1024
452696,512,1024
451900,512,1024
453068,512,1024
451584,512,1024
453180,512,1024
452556,512,1024
497672,512,1024
453094,512,1024
454652,512,1024
452502,512,1024
453062,512,1024
453246,512,1024
455658,512,1024
452754,512,1024
450968,512,1024
451394,512,1024
451840,512,1024
451882,512,1024
570548,512,1024
453408,512,1024
452682,512,1024
453190,512,1024
454992,512,1024
451826,512,1024
451792,512,1024
455082,512,1024
451938,512,1024
452130,512,1024
454692,512,1024
453060,512,1024
557958,512,1024
451834,512,1024
454428,512,1024
452402,512,1024
453736,512,1024
453574,512,1024
451754,512,1024
452902,512,1024
540706,512,1024
