TIME STD,OWRITE STD,PAYLOAD B
22025804,2048,1048576
21424494,2048,1048576
22223162,2048,1048576
21742944,2048,1048576
21936064,2048,1048576
21499660,2048,1048576
21921972,2048,1048576
22156606,2048,1048576
21705666,2048,1048576
22005876,2048,1048576
21697792,2048,1048576
21591384,2048,1048576
22087170,2048,1048576
21630144,2048,1048576
21856280,2048,1048576
21531724,2048,1048576
21915034,2048,1048576
21800130,2048,1048576
21769870,2048,1048576
22089514,2048,1048576
21839140,2048,1048576
21927004,2048,1048576
21806324,2048,1048576
21756354,2048,1048576
21968806,2048,1048576
21600772,2048,1048576
22155602,2048,1048576
21849326,2048,1048576
21882708,2048,1048576
21977850,2048,1048576
21711346,2048,1048576
22024538,2048,1048576
21774770,2048,1048576
21814590,2048,1048576
21715160,2048,1048576
21940998,2048,1048576
22160794,2048,1048576
21725540,2048,1048576
21826796,2048,1048576
22043446,2048,1048576
21728244,2048,1048576
22196640,2048,1048576
22050156,2048,1048576
22252752,2048,1048576
21866676,2048,1048576
21895646,2048,1048576
21705654,2048,1048576
22556912,2048,1048576
21735802,2048,1048576
22197626,2048,1048576
22463356,2048,1048576
22105482,2048,1048576
21601264,2048,1048576
22058260,2048,1048576
22129966,2048,1048576
21892088,2048,1048576
22104668,2048,1048576
21637564,2048,1048576
21553970,2048,1048576
22066174,2048,1048576
21884024,2048,1048576
22294680,2048,1048576
21759432,2048,1048576
21699124,2048,1048576
21957336,2048,1048576
21696600,2048,1048576
22134782,2048,1048576
21648464,2048,1048576
21924608,2048,1048576
21995782,2048,1048576
21745360,2048,1048576
22179462,2048,1048576
22162300,2048,1048576
21636856,2048,1048576
22079968,2048,1048576
21677188,2048,1048576
21929378,2048,1048576
22010606,2048,1048576
22052538,2048,1048576
21739178,2048,1048576
22032374,2048,1048576
21825890,2048,1048576
22006976,2048,1048576
21511058,2048,1048576
21621504,2048,1048576
21357264,2048,1048576
21921108,2048,1048576
21655750,2048,1048576
21963038,2048,1048576
21715120,2048,1048576
21832092,2048,1048576
21881088,2048,1048576
21679056,2048,1048576
22235088,2048,1048576
21867614,2048,1048576
21608274,2048,1048576
21864570,2048,1048576
21654812,2048,1048576
21944248,2048,1048576
21596722,2048,1048576
22355824,2048,1048576
22037880,2048,1048576
21652076,2048,1048576
22070278,2048,1048576
21900286,2048,1048576
21578820,2048,1048576
21934746,2048,1048576
21856366,2048,1048576
22101042,2048,1048576
21637338,2048,1048576
22022910,2048,1048576
21869570,2048,1048576
21644378,2048,1048576
22235144,2048,1048576
21825682,2048,1048576
22033016,2048,1048576
22070712,2048,1048576
21522052,2048,1048576
22031444,2048,1048576
21932626,2048,1048576
21645482,2048,1048576
21856914,2048,1048576
21615408,2048,1048576
21914158,2048,1048576
21693106,2048,1048576
22045840,2048,1048576
21959398,2048,1048576
21590758,2048,1048576
21825508,2048,1048576
21600194,2048,1048576
21919654,2048,1048576
21486454,2048,1048576
21608192,2048,1048576
21521990,2048,1048576
22012442,2048,1048576
21912148,2048,1048576
