TIME STD,OWRITE STD,PAYLOAD B
81035536,131072,524288
80445016,131072,524288
80605338,131072,524288
80571074,131072,524288
80727714,131072,524288
80297174,131072,524288
77915710,131072,524288
78062284,131072,524288
78199898,131072,524288
77355250,131072,524288
77322274,131072,524288
78446900,131072,524288
79025998,131072,524288
78184660,131072,524288
78284820,131072,524288
78401966,131072,524288
77972280,131072,524288
78421334,131072,524288
78466704,131072,524288
78131238,131072,524288
78443268,131072,524288
77970898,131072,524288
78315210,131072,524288
77955170,131072,524288
77486758,131072,524288
77631238,131072,524288
77772212,131072,524288
77293986,131072,524288
77838280,131072,524288
77704026,131072,524288
77495994,131072,524288
77413386,131072,524288
77760384,131072,524288
77714262,131072,524288
77590544,131072,524288
77810484,131072,524288
77680414,131072,524288
77951094,131072,524288
77638200,131072,524288
78089324,131072,524288
77690006,131072,524288
77771696,131072,524288
79190700,131072,524288
77308450,131072,524288
77627662,131072,524288
77481564,131072,524288
77702430,131072,524288
78022708,131072,524288
77801032,131072,524288
77703682,131072,524288
77755722,131072,524288
79260222,131072,524288
77569076,131072,524288
77635890,131072,524288
77958186,131072,524288
77824168,131072,524288
77552160,131072,524288
78167824,131072,524288
77654862,131072,524288
78431426,131072,524288
77822876,131072,524288
77704966,131072,524288
77689362,131072,524288
77819088,131072,524288
77386440,131072,524288
77749548,131072,524288
77947276,131072,524288
77601344,131072,524288
77518366,131072,524288
77760806,131072,524288
77326822,131072,524288
77507028,131072,524288
78158046,131072,524288
78784954,131072,524288
77906672,131072,524288
78565052,131072,524288
78207230,131072,524288
78365630,131072,524288
78734996,131072,524288
78363962,131072,524288
78082230,131072,524288
78889722,131072,524288
78546902,131072,524288
78477818,131072,524288
77856718,131072,524288
77820712,131072,524288
77893416,131072,524288
77700400,131072,524288
77659034,131072,524288
77876158,131072,524288
78083880,131072,524288
77569786,131072,524288
77705694,131072,524288
78122746,131072,524288
77648060,131072,524288
77859520,131072,524288
78090214,131072,524288
77785260,131072,524288
77825154,131072,524288
77940114,131072,524288
77480718,131072,524288
77839918,131072,524288
77724974,131072,524288
78841802,131072,524288
77979160,131072,524288
77941104,131072,524288
78083892,131072,524288
77698360,131072,524288
78378040,131072,524288
77842748,131072,524288
77783738,131072,524288
77604448,131072,524288
77883176,131072,524288
77808150,131072,524288
77873542,131072,524288
77690226,131072,524288
77691842,131072,524288
77712522,131072,524288
77844610,131072,524288
77592068,131072,524288
78493740,131072,524288
78474940,131072,524288
78273350,131072,524288
78540040,131072,524288
78182786,131072,524288
78100494,131072,524288
78165058,131072,524288
78585818,131072,524288
78198294,131072,524288
78315678,131072,524288
78101880,131072,524288
80141192,131072,524288
78544320,131072,524288
78695400,131072,524288
78439520,131072,524288
77582560,131072,524288
77726724,131072,524288
77806566,131072,524288
78302256,131072,524288
78140546,131072,524288
77613648,131072,524288
77752074,131072,524288
78064494,131072,524288
77659900,131072,524288
77749850,131072,524288
77731798,131072,524288
77661646,131072,524288
77928242,131072,524288
78000642,131072,524288
77623036,131072,524288
78170182,131072,524288
77802996,131072,524288
77655322,131072,524288
77800000,131072,524288
77554762,131072,524288
77544914,131072,524288
77645486,131072,524288
77800056,131072,524288
80870486,131072,524288
77857608,131072,524288
77547468,131072,524288
77729216,131072,524288
77768354,131072,524288
78038840,131072,524288
79372724,131072,524288
78363856,131072,524288
