TIME STD,OWRITE STD,PAYLOAD B
21472208,128,1048576
20601116,128,1048576
20550968,128,1048576
20586902,128,1048576
20719860,128,1048576
21394656,128,1048576
21264970,128,1048576
20904976,128,1048576
21216288,128,1048576
21313088,128,1048576
20928114,128,1048576
20653752,128,1048576
21142526,128,1048576
21249150,128,1048576
20926390,128,1048576
20884536,128,1048576
21111940,128,1048576
21360144,128,1048576
20795350,128,1048576
20941770,128,1048576
21180418,128,1048576
21111196,128,1048576
20927016,128,1048576
20633404,128,1048576
20712016,128,1048576
21196716,128,1048576
21493126,128,1048576
20954832,128,1048576
20685262,128,1048576
21344296,128,1048576
21107906,128,1048576
20789246,128,1048576
20812510,128,1048576
20644530,128,1048576
21127872,128,1048576
21114510,128,1048576
20907800,128,1048576
20961020,128,1048576
21104916,128,1048576
21259068,128,1048576
20919636,128,1048576
20617580,128,1048576
21373834,128,1048576
20771246,128,1048576
20627048,128,1048576
20819750,128,1048576
20611506,128,1048576
21238544,128,1048576
21488316,128,1048576
20662496,128,1048576
20877138,128,1048576
21007074,128,1048576
21393972,128,1048576
20831484,128,1048576
20764674,128,1048576
21233846,128,1048576
21114964,128,1048576
20830958,128,1048576
20879202,128,1048576
20800144,128,1048576
21036302,128,1048576
21160906,128,1048576
20791478,128,1048576
20601524,128,1048576
20955940,128,1048576
21409384,128,1048576
21256176,128,1048576
20776270,128,1048576
21269560,128,1048576
21259970,128,1048576
20860966,128,1048576
20863022,128,1048576
20560970,128,1048576
21085974,128,1048576
21193304,128,1048576
21168576,128,1048576
21195776,128,1048576
21126016,128,1048576
21035036,128,1048576
20600838,128,1048576
21360582,128,1048576
21345868,128,1048576
20979322,128,1048576
21039748,128,1048576
21277806,128,1048576
21198252,128,1048576
20740484,128,1048576
21291364,128,1048576
21091834,128,1048576
20755492,128,1048576
20692962,128,1048576
20819994,128,1048576
20887740,128,1048576
21066950,128,1048576
20863962,128,1048576
20639328,128,1048576
20765400,128,1048576
20767198,128,1048576
21060972,128,1048576
21302948,128,1048576
20793760,128,1048576
20983172,128,1048576
21230530,128,1048576
21223666,128,1048576
20756522,128,1048576
20676922,128,1048576
20778066,128,1048576
21135850,128,1048576
21147976,128,1048576
22243324,128,1048576
20817230,128,1048576
20700786,128,1048576
20806062,128,1048576
20703272,128,1048576
20698324,128,1048576
21129368,128,1048576
21356162,128,1048576
20896562,128,1048576
20573290,128,1048576
21152540,128,1048576
21231440,128,1048576
20720110,128,1048576
20743790,128,1048576
21003886,128,1048576
20661106,128,1048576
21166522,128,1048576
21061214,128,1048576
20943588,128,1048576
20799776,128,1048576
21091418,128,1048576
20918568,128,1048576
20559836,128,1048576
20690604,128,1048576
20848140,128,1048576
20973470,128,1048576
21091612,128,1048576
21137586,128,1048576
20818010,128,1048576
20634300,128,1048576
20721268,128,1048576
21197672,128,1048576
21107128,128,1048576
20822512,128,1048576
20819342,128,1048576
20697326,128,1048576
20846898,128,1048576
21177706,128,1048576
21113506,128,1048576
20960050,128,1048576
21144086,128,1048576
21705106,128,1048576
20753896,128,1048576
21055654,128,1048576
21485140,128,1048576
20911494,128,1048576
20629942,128,1048576
21193902,128,1048576
21380288,128,1048576
20824192,128,1048576
20549554,128,1048576
20708044,128,1048576
21088572,128,1048576
21310544,128,1048576
21087198,128,1048576
20773358,128,1048576
21110836,128,1048576
21381910,128,1048576
20994354,128,1048576
20617586,128,1048576
21270952,128,1048576
21008910,128,1048576
20805076,128,1048576
20920140,128,1048576
20801384,128,1048576
21188966,128,1048576
21095932,128,1048576
