TIME,OWRITE,PAYLOAD
406040,1,1024
622896,1,1024
610686,1,1024
545588,1,1024
617990,1,1024
578242,1,1024
634334,1,1024
633030,1,1024
584550,1,1024
706284,1,1024
634192,1,1024
684474,1,1024
632804,1,1024
635000,1,1024
685918,1,1024
692910,1,1024
630430,1,1024
674376,1,1024
623106,1,1024
635668,1,1024
706250,1,1024
698592,1,1024
635122,1,1024
629656,1,1024
632594,1,1024
570412,1,1024
647396,1,1024
698712,1,1024
634340,1,1024
777216,1,1024
627346,1,1024
583070,1,1024
772988,1,1024
623482,1,1024
698848,1,1024
750562,1,1024
636012,1,1024
632432,1,1024
698912,1,1024
754794,1,1024
635266,1,1024
626642,1,1024
623398,1,1024
588538,1,1024
644834,1,1024
626906,1,1024
632376,1,1024
626464,1,1024
626836,1,1024
630938,1,1024
633026,1,1024
634872,1,1024
603814,1,1024
588390,1,1024
684438,1,1024
616664,1,1024
643078,1,1024
582012,1,1024
653684,1,1024
702258,1,1024
754088,1,1024
636088,1,1024
640268,1,1024
631390,1,1024
635434,1,1024
634616,1,1024
630458,1,1024
632418,1,1024
631654,1,1024
699284,1,1024
624492,1,1024
634450,1,1024
623676,1,1024
636002,1,1024
639624,1,1024
633490,1,1024
641104,1,1024
698776,1,1024
626716,1,1024
637768,1,1024
631916,1,1024
691246,1,1024
571474,1,1024
631052,1,1024
625894,1,1024
626160,1,1024
628498,1,1024
588328,1,1024
587816,1,1024
408508,1,1024
631552,1,1024
644970,1,1024
712318,1,1024
651628,1,1024
545814,1,1024
600876,1,1024
538528,1,1024
636566,1,1024
696290,1,1024
626540,1,1024
625290,1,1024
499034,1,1024
576444,1,1024
590568,1,1024
495022,1,1024
613850,1,1024
561558,1,1024
625610,1,1024
594622,1,1024
625608,1,1024
562664,1,1024
587384,1,1024
478206,1,1024
602826,1,1024
549566,1,1024
503862,1,1024
632720,1,1024
535816,1,1024
560134,1,1024
606356,1,1024
620546,1,1024
625566,1,1024
494590,1,1024
503650,1,1024
589068,1,1024
507052,1,1024
499936,1,1024
523758,1,1024
558406,1,1024
550374,1,1024
531412,1,1024
525046,1,1024
591346,1,1024
568524,1,1024
516748,1,1024
537200,1,1024
596806,1,1024
421204,1,1024
394034,1,1024
412654,1,1024
718512,1,1024
561724,1,1024
646444,1,1024
896896,1,1024
621050,1,1024
417130,1,1024
708740,1,1024
631528,1,1024
628278,1,1024
804990,1,1024
702446,1,1024
631910,1,1024
463042,1,1024
634638,1,1024
586926,1,1024
636950,1,1024
690762,1,1024
629654,1,1024
634462,1,1024
631330,1,1024
633806,1,1024
631154,1,1024
443484,1,1024
628520,1,1024
627154,1,1024
614598,1,1024
647424,1,1024
702004,1,1024
634018,1,1024
623962,1,1024
624944,1,1024
710310,1,1024
698744,1,1024
628450,1,1024
626464,1,1024
633610,1,1024
638710,1,1024
632484,1,1024
633050,1,1024
579294,1,1024
625718,1,1024
581792,1,1024
632830,1,1024
625804,1,1024
584220,1,1024
700204,1,1024
627540,1,1024
582622,1,1024
630160,1,1024
589868,1,1024
624810,1,1024
637578,1,1024
628042,1,1024
681876,1,1024
685374,1,1024
634326,1,1024
634926,1,1024
640948,1,1024
624606,1,1024
626732,1,1024
