TIME SBOX,OWRITE SBOX,PAYLOAD B
541172,4,2048
479320,4,2048
476644,4,2048
576570,4,2048
657826,4,2048
577910,4,2048
573712,4,2048
584334,4,2048
578488,4,2048
574636,4,2048
573778,4,2048
582676,4,2048
588276,4,2048
573370,4,2048
578530,4,2048
577966,4,2048
571250,4,2048
584078,4,2048
509428,4,2048
474830,4,2048
475954,4,2048
475506,4,2048
477680,4,2048
774666,4,2048
514610,4,2048
474726,4,2048
444304,4,2048
473696,4,2048
475582,4,2048
510346,4,2048
507794,4,2048
442136,4,2048
504656,4,2048
477982,4,2048
508920,4,2048
442566,4,2048
444922,4,2048
446742,4,2048
444294,4,2048
540558,4,2048
441168,4,2048
508154,4,2048
464464,4,2048
454464,4,2048
445212,4,2048
511836,4,2048
443676,4,2048
476878,4,2048
476044,4,2048
442284,4,2048
439618,4,2048
444476,4,2048
442572,4,2048
447962,4,2048
441954,4,2048
442476,4,2048
443374,4,2048
509538,4,2048
446700,4,2048
441124,4,2048
439714,4,2048
440828,4,2048
473124,4,2048
465098,4,2048
446494,4,2048
443876,4,2048
441746,4,2048
540918,4,2048
507182,4,2048
441566,4,2048
440484,4,2048
442452,4,2048
444478,4,2048
441870,4,2048
442116,4,2048
444064,4,2048
439388,4,2048
520782,4,2048
509240,4,2048
443176,4,2048
442616,4,2048
439788,4,2048
450316,4,2048
440492,4,2048
494766,4,2048
440728,4,2048
441598,4,2048
440434,4,2048
440524,4,2048
474734,4,2048
476076,4,2048
441426,4,2048
474096,4,2048
473952,4,2048
441250,4,2048
441434,4,2048
510074,4,2048
478380,4,2048
480456,4,2048
441518,4,2048
528290,4,2048
508830,4,2048
442654,4,2048
446904,4,2048
509796,4,2048
445882,4,2048
442316,4,2048
475164,4,2048
439478,4,2048
472690,4,2048
438478,4,2048
473260,4,2048
538346,4,2048
542380,4,2048
508544,4,2048
443524,4,2048
475222,4,2048
474750,4,2048
474424,4,2048
473076,4,2048
508440,4,2048
472584,4,2048
475336,4,2048
441108,4,2048
442404,4,2048
485038,4,2048
439280,4,2048
475078,4,2048
540326,4,2048
506586,4,2048
473034,4,2048
473916,4,2048
473156,4,2048
473168,4,2048
472500,4,2048
542530,4,2048
441348,4,2048
475512,4,2048
442152,4,2048
540998,4,2048
441084,4,2048
447338,4,2048
541330,4,2048
441744,4,2048
439368,4,2048
652728,4,2048
476158,4,2048
439812,4,2048
441302,4,2048
474432,4,2048
507054,4,2048
474504,4,2048
440668,4,2048
473978,4,2048
473554,4,2048
441580,4,2048
475028,4,2048
442426,4,2048
472090,4,2048
540600,4,2048
472016,4,2048
441408,4,2048
440940,4,2048
508158,4,2048
438788,4,2048
505600,4,2048
446532,4,2048
473440,4,2048
474206,4,2048
441072,4,2048
