TIME SBOX,OWRITE SBOX,PAYLOAD B
1027618,64,4096
981810,64,4096
941974,64,4096
911498,64,4096
1037224,64,4096
973510,64,4096
1005902,64,4096
907640,64,4096
974262,64,4096
906390,64,4096
972186,64,4096
970504,64,4096
944146,64,4096
973916,64,4096
1020394,64,4096
889468,64,4096
990404,64,4096
952044,64,4096
908776,64,4096
975714,64,4096
975434,64,4096
970264,64,4096
1039808,64,4096
940862,64,4096
912350,64,4096
901286,64,4096
1035030,64,4096
1001808,64,4096
934532,64,4096
1037232,64,4096
971986,64,4096
902004,64,4096
1003456,64,4096
896384,64,4096
943882,64,4096
919204,64,4096
937040,64,4096
1028686,64,4096
901324,64,4096
899124,64,4096
965304,64,4096
980056,64,4096
969502,64,4096
934298,64,4096
962106,64,4096
898326,64,4096
934558,64,4096
1071830,64,4096
966480,64,4096
935990,64,4096
933924,64,4096
908246,64,4096
976650,64,4096
967458,64,4096
970024,64,4096
1006422,64,4096
904450,64,4096
995482,64,4096
935770,64,4096
924988,64,4096
902360,64,4096
969474,64,4096
967054,64,4096
903914,64,4096
1012994,64,4096
941346,64,4096
897972,64,4096
931028,64,4096
907048,64,4096
911832,64,4096
1013436,64,4096
1012408,64,4096
897138,64,4096
958094,64,4096
889248,64,4096
891948,64,4096
959040,64,4096
891022,64,4096
966220,64,4096
892764,64,4096
954660,64,4096
959492,64,4096
894010,64,4096
896480,64,4096
995858,64,4096
959082,64,4096
985522,64,4096
888552,64,4096
888486,64,4096
891460,64,4096
954962,64,4096
983530,64,4096
924584,64,4096
921722,64,4096
956080,64,4096
938318,64,4096
892428,64,4096
925022,64,4096
1033120,64,4096
891626,64,4096
996160,64,4096
921466,64,4096
955744,64,4096
956616,64,4096
898974,64,4096
1177336,64,4096
954514,64,4096
922886,64,4096
885560,64,4096
891290,64,4096
960334,64,4096
887960,64,4096
963654,64,4096
993494,64,4096
923124,64,4096
889794,64,4096
920820,64,4096
922110,64,4096
887372,64,4096
893394,64,4096
923186,64,4096
920192,64,4096
889948,64,4096
957554,64,4096
992140,64,4096
984486,64,4096
1023210,64,4096
1023184,64,4096
887650,64,4096
1059800,64,4096
928734,64,4096
959926,64,4096
1067884,64,4096
956540,64,4096
921350,64,4096
953560,64,4096
951294,64,4096
890328,64,4096
988544,64,4096
958120,64,4096
887760,64,4096
889076,64,4096
886792,64,4096
890700,64,4096
888872,64,4096
958364,64,4096
1025002,64,4096
888090,64,4096
959362,64,4096
994234,64,4096
894184,64,4096
962732,64,4096
1071360,64,4096
925956,64,4096
954782,64,4096
928006,64,4096
891892,64,4096
942000,64,4096
893214,64,4096
1102368,64,4096
893644,64,4096
995056,64,4096
1027158,64,4096
896708,64,4096
962072,64,4096
893962,64,4096
971874,64,4096
957752,64,4096
958658,64,4096
925822,64,4096
958592,64,4096
956862,64,4096
1023730,64,4096
996930,64,4096
957958,64,4096
890264,64,4096
960970,64,4096
899442,64,4096
926816,64,4096
915720,64,4096
894774,64,4096
893198,64,4096
958962,64,4096
927730,64,4096
894828,64,4096
997614,64,4096
1169740,64,4096
923934,64,4096
891718,64,4096
956348,64,4096
922848,64,4096
890964,64,4096
929534,64,4096
1061958,64,4096
955864,64,4096
927524,64,4096
961790,64,4096
922796,64,4096
994612,64,4096
1003692,64,4096
963614,64,4096
1026460,64,4096
923050,64,4096
897514,64,4096
893140,64,4096
891250,64,4096
1006196,64,4096
892038,64,4096
895478,64,4096
960670,64,4096
959764,64,4096
959522,64,4096
926800,64,4096
901330,64,4096
897294,64,4096
997402,64,4096
931764,64,4096
996072,64,4096
892926,64,4096
894510,64,4096
897454,64,4096
894512,64,4096
961672,64,4096
894738,64,4096
960596,64,4096
896624,64,4096
891044,64,4096
893164,64,4096
997108,64,4096
1026100,64,4096
959500,64,4096
949264,64,4096
997752,64,4096
1103346,64,4096
978084,64,4096
876756,64,4096
878392,64,4096
948660,64,4096
980638,64,4096
875126,64,4096
981212,64,4096
888304,64,4096
947740,64,4096
954774,64,4096
990648,64,4096
888358,64,4096
925304,64,4096
997732,64,4096
960350,64,4096
889416,64,4096
920422,64,4096
889632,64,4096
892684,64,4096
922450,64,4096
1032046,64,4096
922464,64,4096
954048,64,4096
953448,64,4096
903334,64,4096
956168,64,4096
979132,64,4096
891860,64,4096
886174,64,4096
888408,64,4096
1057452,64,4096
890770,64,4096
956704,64,4096
1007988,64,4096
886276,64,4096
1029366,64,4096
956978,64,4096
954926,64,4096
991780,64,4096
925404,64,4096
1002280,64,4096
887864,64,4096
890358,64,4096
891872,64,4096
958808,64,4096
959260,64,4096
924840,64,4096
895310,64,4096
920518,64,4096
918618,64,4096
1021928,64,4096
960230,64,4096
956388,64,4096
940894,64,4096
955258,64,4096
887984,64,4096
958734,64,4096
990172,64,4096
922368,64,4096
889070,64,4096
1171362,64,4096
922584,64,4096
887526,64,4096
885414,64,4096
1059010,64,4096
992266,64,4096
957984,64,4096
1007964,64,4096
891832,64,4096
890112,64,4096
1022272,64,4096
954074,64,4096
958490,64,4096
890240,64,4096
927190,64,4096
994934,64,4096
889310,64,4096
889150,64,4096
924772,64,4096
996854,64,4096
1237508,64,4096
954816,64,4096
886922,64,4096
955360,64,4096
955716,64,4096
956864,64,4096
922206,64,4096
911720,64,4096
955060,64,4096
924074,64,4096
957746,64,4096
1026512,64,4096
1000602,64,4096
891700,64,4096
964122,64,4096
956178,64,4096
954296,64,4096
952392,64,4096
988550,64,4096
890556,64,4096
890556,64,4096
956834,64,4096
954308,64,4096
887978,64,4096
954470,64,4096
956392,64,4096
960586,64,4096
1054134,64,4096
961230,64,4096
888232,64,4096
955072,64,4096
988634,64,4096
924782,64,4096
920038,64,4096
932968,64,4096
953444,64,4096
920624,64,4096
924898,64,4096
888884,64,4096
959508,64,4096
957882,64,4096
958668,64,4096
887984,64,4096
925420,64,4096
951370,64,4096
888796,64,4096
887786,64,4096
891976,64,4096
955826,64,4096
952118,64,4096
921808,64,4096
887466,64,4096
954954,64,4096
903938,64,4096
908870,64,4096
949548,64,4096
918430,64,4096
919830,64,4096
938238,64,4096
960640,64,4096
893666,64,4096
978444,64,4096
964420,64,4096
929524,64,4096
892362,64,4096
960432,64,4096
997454,64,4096
960006,64,4096
1124576,64,4096
925128,64,4096
994594,64,4096
928306,64,4096
891170,64,4096
923072,64,4096
926418,64,4096
962636,64,4096
927100,64,4096
923698,64,4096
991486,64,4096
923038,64,4096
920536,64,4096
943494,64,4096
965640,64,4096
960378,64,4096
889394,64,4096
892944,64,4096
957734,64,4096
958524,64,4096
1100540,64,4096
961262,64,4096
958170,64,4096
959900,64,4096
890776,64,4096
1030128,64,4096
892328,64,4096
952344,64,4096
991390,64,4096
903548,64,4096
892058,64,4096
892170,64,4096
959594,64,4096
893814,64,4096
1152928,64,4096
957794,64,4096
990418,64,4096
924732,64,4096
924436,64,4096
906156,64,4096
991540,64,4096
930462,64,4096
1027860,64,4096
893976,64,4096
895588,64,4096
894410,64,4096
993550,64,4096
973734,64,4096
958074,64,4096
990104,64,4096
925812,64,4096
889688,64,4096
888968,64,4096
958238,64,4096
1016648,64,4096
1024264,64,4096
993298,64,4096
891860,64,4096
928894,64,4096
958534,64,4096
894902,64,4096
963752,64,4096
957184,64,4096
889720,64,4096
957908,64,4096
891422,64,4096
978624,64,4096
928068,64,4096
893800,64,4096
962672,64,4096
892636,64,4096
1027226,64,4096
995242,64,4096
892394,64,4096
974772,64,4096
925522,64,4096
923018,64,4096
891892,64,4096
993926,64,4096
1027204,64,4096
993112,64,4096
1075054,64,4096
958860,64,4096
930126,64,4096
891122,64,4096
1000288,64,4096
961132,64,4096
929570,64,4096
896694,64,4096
962206,64,4096
892002,64,4096
958578,64,4096
888914,64,4096
938398,64,4096
961038,64,4096
1026232,64,4096
956156,64,4096
957010,64,4096
955678,64,4096
956700,64,4096
892908,64,4096
940006,64,4096
925622,64,4096
990130,64,4096
891950,64,4096
893464,64,4096
926688,64,4096
891962,64,4096
1014346,64,4096
892378,64,4096
956218,64,4096
958970,64,4096
889336,64,4096
957106,64,4096
898654,64,4096
974320,64,4096
879734,64,4096
989424,64,4096
873154,64,4096
947032,64,4096
982092,64,4096
999720,64,4096
964204,64,4096
873492,64,4096
876812,64,4096
944082,64,4096
946992,64,4096
878454,64,4096
1045614,64,4096
887648,64,4096
978782,64,4096
947898,64,4096
917260,64,4096
1017328,64,4096
1015524,64,4096
1017774,64,4096
912668,64,4096
980036,64,4096
876052,64,4096
979786,64,4096
881728,64,4096
878056,64,4096
1027260,64,4096
909838,64,4096
978876,64,4096
878698,64,4096
883504,64,4096
1015068,64,4096
971596,64,4096
990224,64,4096
964334,64,4096
968990,64,4096
898664,64,4096
963084,64,4096
1032684,64,4096
1100956,64,4096
974002,64,4096
973290,64,4096
1102480,64,4096
907356,64,4096
1030122,64,4096
969356,64,4096
900862,64,4096
929826,64,4096
898996,64,4096
969164,64,4096
934026,64,4096
1000712,64,4096
976716,64,4096
936262,64,4096
1000206,64,4096
901110,64,4096
934306,64,4096
1002306,64,4096
975450,64,4096
922648,64,4096
903872,64,4096
931382,64,4096
933526,64,4096
964502,64,4096
967938,64,4096
966332,64,4096
970308,64,4096
964668,64,4096
1003570,64,4096
962838,64,4096
934288,64,4096
1039050,64,4096
927704,64,4096
937166,64,4096
968710,64,4096
895624,64,4096
900594,64,4096
898262,64,4096
901106,64,4096
1082142,64,4096
971158,64,4096
913088,64,4096
897790,64,4096
933912,64,4096
934846,64,4096
949924,64,4096
891796,64,4096
955140,64,4096
883280,64,4096
920596,64,4096
920518,64,4096
885114,64,4096
1000282,64,4096
940692,64,4096
1002484,64,4096
1069244,64,4096
901880,64,4096
967570,64,4096
934284,64,4096
992966,64,4096
897170,64,4096
971140,64,4096
973686,64,4096
900164,64,4096
901052,64,4096
898820,64,4096
943708,64,4096
969730,64,4096
969606,64,4096
1001898,64,4096
898584,64,4096
