TIME SBOX,OWRITE SBOX,PAYLOAD B
8338050,2,262144
7503922,2,262144
6848736,2,262144
6871786,2,262144
6764616,2,262144
6864236,2,262144
7000124,2,262144
6902552,2,262144
6713388,2,262144
6730902,2,262144
6747424,2,262144
6914816,2,262144
6790784,2,262144
6851156,2,262144
6938030,2,262144
6750782,2,262144
6912212,2,262144
6677648,2,262144
6776542,2,262144
6842858,2,262144
6953314,2,262144
6657492,2,262144
6781950,2,262144
6820660,2,262144
6722542,2,262144
6685332,2,262144
6633710,2,262144
6738748,2,262144
6718802,2,262144
6651908,2,262144
6903704,2,262144
6687282,2,262144
6656876,2,262144
6718588,2,262144
6838040,2,262144
6738470,2,262144
6871332,2,262144
6970720,2,262144
6590158,2,262144
6875856,2,262144
6765718,2,262144
6811398,2,262144
6781154,2,262144
7062052,2,262144
6671354,2,262144
6883410,2,262144
6780206,2,262144
6953052,2,262144
6828572,2,262144
6607406,2,262144
6733918,2,262144
6791634,2,262144
6700862,2,262144
6803354,2,262144
6919818,2,262144
6659226,2,262144
6700532,2,262144
6789708,2,262144
6819542,2,262144
6821148,2,262144
6646648,2,262144
6883896,2,262144
6691576,2,262144
6826552,2,262144
6824172,2,262144
6899372,2,262144
6840232,2,262144
6827036,2,262144
6871912,2,262144
6845228,2,262144
7448888,2,262144
7088908,2,262144
6964500,2,262144
6963680,2,262144
6824788,2,262144
6829124,2,262144
6777586,2,262144
7041770,2,262144
7587380,2,262144
7550820,2,262144
7162110,2,262144
7327362,2,262144
6784014,2,262144
7312560,2,262144
7121368,2,262144
6971704,2,262144
6626294,2,262144
6618102,2,262144
6833326,2,262144
7098522,2,262144
6892784,2,262144
6886578,2,262144
6747742,2,262144
7134264,2,262144
8019362,2,262144
7654250,2,262144
7160698,2,262144
7072362,2,262144
7098420,2,262144
6839428,2,262144
6942620,2,262144
6852208,2,262144
6922132,2,262144
7065006,2,262144
6817848,2,262144
6774264,2,262144
6692748,2,262144
6728884,2,262144
7033192,2,262144
7041248,2,262144
6835622,2,262144
6844960,2,262144
6930950,2,262144
7053462,2,262144
7000010,2,262144
6696582,2,262144
6797830,2,262144
6840572,2,262144
6850152,2,262144
7111476,2,262144
6610596,2,262144
6773104,2,262144
6781018,2,262144
6847846,2,262144
7011428,2,262144
6733118,2,262144
7023860,2,262144
7056964,2,262144
6893620,2,262144
6928084,2,262144
6739446,2,262144
6685872,2,262144
6737082,2,262144
6732326,2,262144
6980852,2,262144
6782522,2,262144
6900520,2,262144
6717152,2,262144
6862524,2,262144
7324778,2,262144
7199158,2,262144
6866516,2,262144
6837200,2,262144
6943966,2,262144
7210538,2,262144
6926268,2,262144
6804456,2,262144
6852704,2,262144
6773320,2,262144
7039536,2,262144
6911986,2,262144
6816464,2,262144
6879692,2,262144
6777844,2,262144
6888656,2,262144
6929594,2,262144
6765470,2,262144
6908028,2,262144
6830242,2,262144
6915698,2,262144
6921336,2,262144
6801354,2,262144
6889664,2,262144
6795904,2,262144
6936386,2,262144
7108850,2,262144
6848968,2,262144
6927258,2,262144
6769530,2,262144
6825160,2,262144
6955608,2,262144
6927408,2,262144
6918566,2,262144
6824290,2,262144
6818146,2,262144
6977840,2,262144
6814600,2,262144
6884012,2,262144
6830986,2,262144
6733330,2,262144
7040102,2,262144
6868248,2,262144
6700462,2,262144
6835836,2,262144
6822300,2,262144
6922708,2,262144
6908432,2,262144
6982230,2,262144
6731074,2,262144
6706400,2,262144
7152556,2,262144
6866420,2,262144
6918714,2,262144
6699348,2,262144
7058774,2,262144
6787094,2,262144
6962238,2,262144
6962522,2,262144
6710576,2,262144
6677900,2,262144
7043944,2,262144
6786928,2,262144
6897284,2,262144
6699322,2,262144
6872518,2,262144
6985202,2,262144
6657662,2,262144
6728066,2,262144
6747462,2,262144
6767426,2,262144
7027798,2,262144
6943628,2,262144
6787166,2,262144
6680502,2,262144
6787096,2,262144
6907498,2,262144
6766450,2,262144
6804524,2,262144
6897066,2,262144
6731554,2,262144
6712820,2,262144
6932906,2,262144
6816520,2,262144
6851672,2,262144
