TIME SBOX,OWRITE SBOX,PAYLOAD B
26956804,2,1048576
24951358,2,1048576
25986986,2,1048576
25555582,2,1048576
25761730,2,1048576
25708996,2,1048576
25727212,2,1048576
25900162,2,1048576
25674930,2,1048576
25650868,2,1048576
25604066,2,1048576
25450430,2,1048576
26046318,2,1048576
25465070,2,1048576
25612548,2,1048576
25958108,2,1048576
26255480,2,1048576
26888098,2,1048576
27092326,2,1048576
27138512,2,1048576
27176182,2,1048576
27352710,2,1048576
26920710,2,1048576
26946768,2,1048576
26579608,2,1048576
27309878,2,1048576
27815918,2,1048576
28069506,2,1048576
26971400,2,1048576
27943422,2,1048576
27007154,2,1048576
26615752,2,1048576
27699116,2,1048576
27609992,2,1048576
27976694,2,1048576
26756650,2,1048576
27602208,2,1048576
27740542,2,1048576
26874134,2,1048576
27466524,2,1048576
27259610,2,1048576
27183772,2,1048576
26789252,2,1048576
26817276,2,1048576
27646522,2,1048576
27255110,2,1048576
26938864,2,1048576
26566050,2,1048576
27821890,2,1048576
27174870,2,1048576
27446618,2,1048576
27561066,2,1048576
27587766,2,1048576
27510938,2,1048576
27948926,2,1048576
26930186,2,1048576
26584112,2,1048576
26769588,2,1048576
26925670,2,1048576
28840572,2,1048576
27666288,2,1048576
27875064,2,1048576
28294058,2,1048576
26781254,2,1048576
27073164,2,1048576
27008282,2,1048576
27607584,2,1048576
27573648,2,1048576
26905790,2,1048576
27833748,2,1048576
26765560,2,1048576
27689564,2,1048576
27400640,2,1048576
27866860,2,1048576
27897454,2,1048576
26914240,2,1048576
26821560,2,1048576
27847190,2,1048576
26749588,2,1048576
27000638,2,1048576
26633464,2,1048576
28107694,2,1048576
27302572,2,1048576
27004028,2,1048576
26815100,2,1048576
28509896,2,1048576
26999606,2,1048576
27048738,2,1048576
26870340,2,1048576
27672046,2,1048576
27154946,2,1048576
27702034,2,1048576
27235274,2,1048576
27853116,2,1048576
26687550,2,1048576
27557376,2,1048576
27643536,2,1048576
26838376,2,1048576
27434936,2,1048576
27623938,2,1048576
28297644,2,1048576
26702672,2,1048576
27546170,2,1048576
27668044,2,1048576
27015942,2,1048576
27023052,2,1048576
28543944,2,1048576
27116860,2,1048576
26756292,2,1048576
27840164,2,1048576
26613890,2,1048576
27820464,2,1048576
26911316,2,1048576
27456912,2,1048576
27576088,2,1048576
27485346,2,1048576
27541392,2,1048576
26968472,2,1048576
28053952,2,1048576
27598196,2,1048576
26847248,2,1048576
27459244,2,1048576
27750520,2,1048576
27398146,2,1048576
27786054,2,1048576
26815680,2,1048576
27498070,2,1048576
28866614,2,1048576
27716926,2,1048576
26859276,2,1048576
26848560,2,1048576
27401522,2,1048576
26491362,2,1048576
27254356,2,1048576
27482808,2,1048576
27188034,2,1048576
26790834,2,1048576
26369302,2,1048576
27427006,2,1048576
27093368,2,1048576
27213496,2,1048576
27532862,2,1048576
27340490,2,1048576
27885832,2,1048576
27439866,2,1048576
27140844,2,1048576
26857548,2,1048576
27374062,2,1048576
27096078,2,1048576
26789304,2,1048576
27283890,2,1048576
26860426,2,1048576
26650170,2,1048576
27502128,2,1048576
27422924,2,1048576
27721082,2,1048576
26798026,2,1048576
27576790,2,1048576
27393796,2,1048576
27590924,2,1048576
27399298,2,1048576
27266608,2,1048576
27306120,2,1048576
27421144,2,1048576
27126186,2,1048576
28534096,2,1048576
27519546,2,1048576
26552050,2,1048576
27577264,2,1048576
27138920,2,1048576
27690038,2,1048576
27172936,2,1048576
27499984,2,1048576
26953534,2,1048576
27303420,2,1048576
26368992,2,1048576
26832612,2,1048576
27294920,2,1048576
28018532,2,1048576
26905892,2,1048576
26905218,2,1048576
27181860,2,1048576
26797158,2,1048576
26963938,2,1048576
26695712,2,1048576
27770118,2,1048576
26445940,2,1048576
27773256,2,1048576
27142674,2,1048576
27477734,2,1048576
27300430,2,1048576
27717992,2,1048576
27233780,2,1048576
27605300,2,1048576
27813554,2,1048576
27438906,2,1048576
27563954,2,1048576
27166178,2,1048576
27529982,2,1048576
26775326,2,1048576
27431922,2,1048576
27197372,2,1048576
27127772,2,1048576
26856820,2,1048576
26301898,2,1048576
27411802,2,1048576
27458410,2,1048576
26550918,2,1048576
27361102,2,1048576
27527026,2,1048576
27651186,2,1048576
28029634,2,1048576
27691130,2,1048576
26856832,2,1048576
26699012,2,1048576
27199612,2,1048576
27645216,2,1048576
27521706,2,1048576
27747156,2,1048576
26509624,2,1048576
27114906,2,1048576
28047340,2,1048576
27806992,2,1048576
26539382,2,1048576
27608774,2,1048576
27590482,2,1048576
28107050,2,1048576
26388048,2,1048576
28510666,2,1048576
26677484,2,1048576
26624720,2,1048576
27218624,2,1048576
27513326,2,1048576
27313102,2,1048576
27714662,2,1048576
27436624,2,1048576
27672388,2,1048576
26763420,2,1048576
27611446,2,1048576
27929244,2,1048576
26339398,2,1048576
27851768,2,1048576
27235498,2,1048576
27768724,2,1048576
26888470,2,1048576
27473612,2,1048576
27579304,2,1048576
27840712,2,1048576
27715434,2,1048576
26973958,2,1048576
27690076,2,1048576
26881066,2,1048576
28089216,2,1048576
26832874,2,1048576
27767942,2,1048576
26527458,2,1048576
28055074,2,1048576
26361670,2,1048576
27974272,2,1048576
27338580,2,1048576
27540384,2,1048576
27411864,2,1048576
26920090,2,1048576
27876178,2,1048576
26875064,2,1048576
27543130,2,1048576
27454220,2,1048576
27982526,2,1048576
26697014,2,1048576
27675186,2,1048576
26555824,2,1048576
27811074,2,1048576
27587260,2,1048576
28086146,2,1048576
27065502,2,1048576
26651018,2,1048576
27665164,2,1048576
27060628,2,1048576
27059546,2,1048576
27547496,2,1048576
27503892,2,1048576
27617910,2,1048576
27643304,2,1048576
26964070,2,1048576
27150006,2,1048576
27567222,2,1048576
27431136,2,1048576
28027810,2,1048576
26845890,2,1048576
27796960,2,1048576
26238524,2,1048576
27448604,2,1048576
26798972,2,1048576
26703508,2,1048576
26536268,2,1048576
28526940,2,1048576
27968550,2,1048576
27563720,2,1048576
26820728,2,1048576
27209630,2,1048576
26899280,2,1048576
26904012,2,1048576
27786570,2,1048576
27265734,2,1048576
28647376,2,1048576
27805212,2,1048576
27689074,2,1048576
27315736,2,1048576
28577860,2,1048576
27550612,2,1048576
26995848,2,1048576
26618134,2,1048576
27549700,2,1048576
28373318,2,1048576
28210688,2,1048576
28167012,2,1048576
26853632,2,1048576
27999672,2,1048576
28213726,2,1048576
26528000,2,1048576
26989986,2,1048576
27973874,2,1048576
28039064,2,1048576
27558114,2,1048576
27152866,2,1048576
27024396,2,1048576
26800516,2,1048576
27926282,2,1048576
27014974,2,1048576
27733790,2,1048576
27359742,2,1048576
27210494,2,1048576
27468142,2,1048576
26962214,2,1048576
28039244,2,1048576
28679980,2,1048576
27673234,2,1048576
27547850,2,1048576
27738212,2,1048576
28100534,2,1048576
26863868,2,1048576
26823876,2,1048576
28245882,2,1048576
27127018,2,1048576
27037704,2,1048576
27709472,2,1048576
28362846,2,1048576
26921246,2,1048576
26858568,2,1048576
26743368,2,1048576
27873866,2,1048576
26975326,2,1048576
28213896,2,1048576
27837742,2,1048576
27037038,2,1048576
26873680,2,1048576
26989544,2,1048576
28232820,2,1048576
27203268,2,1048576
26968356,2,1048576
27085478,2,1048576
27913044,2,1048576
26771410,2,1048576
27682472,2,1048576
27229058,2,1048576
27350172,2,1048576
27890362,2,1048576
27372074,2,1048576
27641598,2,1048576
27512456,2,1048576
26668766,2,1048576
27664998,2,1048576
27255000,2,1048576
27905076,2,1048576
26353260,2,1048576
26849096,2,1048576
26655340,2,1048576
27429070,2,1048576
28305070,2,1048576
26991048,2,1048576
26752316,2,1048576
27302164,2,1048576
27897268,2,1048576
26723582,2,1048576
27620190,2,1048576
27968496,2,1048576
27140228,2,1048576
27755848,2,1048576
26968708,2,1048576
27389464,2,1048576
27583948,2,1048576
27666880,2,1048576
27105838,2,1048576
28636502,2,1048576
27112888,2,1048576
26758916,2,1048576
27684268,2,1048576
26869534,2,1048576
26737388,2,1048576
27978622,2,1048576
27572372,2,1048576
26922762,2,1048576
28215702,2,1048576
26695090,2,1048576
27594252,2,1048576
28190008,2,1048576
26558428,2,1048576
27392394,2,1048576
27817248,2,1048576
26979164,2,1048576
27735298,2,1048576
28625384,2,1048576
26900416,2,1048576
26917210,2,1048576
27714486,2,1048576
28226088,2,1048576
27401064,2,1048576
27126072,2,1048576
28144616,2,1048576
28588078,2,1048576
27167676,2,1048576
26829532,2,1048576
27786020,2,1048576
27034478,2,1048576
27677588,2,1048576
26941140,2,1048576
27770026,2,1048576
26674302,2,1048576
27346728,2,1048576
26872626,2,1048576
28309994,2,1048576
27291426,2,1048576
27274704,2,1048576
27673070,2,1048576
27986094,2,1048576
27107580,2,1048576
27305494,2,1048576
28083760,2,1048576
28583824,2,1048576
28204336,2,1048576
26875516,2,1048576
27863378,2,1048576
27736178,2,1048576
26960120,2,1048576
27796430,2,1048576
27083536,2,1048576
27664268,2,1048576
27036030,2,1048576
28022612,2,1048576
26790332,2,1048576
27608362,2,1048576
28032308,2,1048576
26667512,2,1048576
27625728,2,1048576
27381102,2,1048576
27703330,2,1048576
27573124,2,1048576
26704990,2,1048576
27937262,2,1048576
27644970,2,1048576
28681032,2,1048576
28644162,2,1048576
26987502,2,1048576
28208828,2,1048576
26589594,2,1048576
27777378,2,1048576
26763934,2,1048576
27601348,2,1048576
27657338,2,1048576
26725154,2,1048576
27904590,2,1048576
26865410,2,1048576
27208188,2,1048576
28598212,2,1048576
26833794,2,1048576
27920406,2,1048576
27997872,2,1048576
27021882,2,1048576
26729554,2,1048576
27531336,2,1048576
26752248,2,1048576
27730680,2,1048576
27476356,2,1048576
26294934,2,1048576
27490140,2,1048576
27493408,2,1048576
27474152,2,1048576
27888980,2,1048576
27607404,2,1048576
26789018,2,1048576
27661316,2,1048576
27685452,2,1048576
27072984,2,1048576
27537466,2,1048576
27535750,2,1048576
27154090,2,1048576
26968084,2,1048576
27919770,2,1048576
28387994,2,1048576
26962744,2,1048576
26929756,2,1048576
28353372,2,1048576
27500542,2,1048576
27278172,2,1048576
26952944,2,1048576
26700898,2,1048576
26540686,2,1048576
27643260,2,1048576
27725342,2,1048576
28051850,2,1048576
27243926,2,1048576
26861438,2,1048576
27831674,2,1048576
26757464,2,1048576
27762782,2,1048576
26715150,2,1048576
28233586,2,1048576
26647160,2,1048576
27906456,2,1048576
27162654,2,1048576
27555400,2,1048576
27824836,2,1048576
26412666,2,1048576
28298040,2,1048576
26389976,2,1048576
27657908,2,1048576
28414526,2,1048576
26390298,2,1048576
26935504,2,1048576
27301030,2,1048576
27389008,2,1048576
27638948,2,1048576
27439048,2,1048576
27282946,2,1048576
27442616,2,1048576
27596316,2,1048576
27606942,2,1048576
26763420,2,1048576
27270372,2,1048576
27321530,2,1048576
27054432,2,1048576
27507140,2,1048576
27939420,2,1048576
27803364,2,1048576
27531232,2,1048576
27753894,2,1048576
26426970,2,1048576
27461680,2,1048576
27252896,2,1048576
28034218,2,1048576
26525172,2,1048576
27646234,2,1048576
27748110,2,1048576
26503662,2,1048576
27933706,2,1048576
27450430,2,1048576
27410758,2,1048576
26888860,2,1048576
27810698,2,1048576
28794928,2,1048576
27945270,2,1048576
27704668,2,1048576
26618698,2,1048576
27642764,2,1048576
27733170,2,1048576
27426524,2,1048576
26791648,2,1048576
27825646,2,1048576
27651436,2,1048576
27005192,2,1048576
27160724,2,1048576
27604292,2,1048576
27684892,2,1048576
26380060,2,1048576
26365360,2,1048576
26739672,2,1048576
27610578,2,1048576
27661202,2,1048576
27316070,2,1048576
27163956,2,1048576
27212458,2,1048576
27701498,2,1048576
28030888,2,1048576
26927354,2,1048576
26711250,2,1048576
28323634,2,1048576
27386872,2,1048576
26792214,2,1048576
27892344,2,1048576
26389474,2,1048576
28006334,2,1048576
28431708,2,1048576
28040216,2,1048576
27915396,2,1048576
27129478,2,1048576
26473088,2,1048576
26675500,2,1048576
26576658,2,1048576
27724180,2,1048576
26446946,2,1048576
27590710,2,1048576
27078946,2,1048576
28100690,2,1048576
28093914,2,1048576
26747182,2,1048576
26707486,2,1048576
27963442,2,1048576
27021442,2,1048576
27654668,2,1048576
26903276,2,1048576
28162006,2,1048576
26727272,2,1048576
28091100,2,1048576
26545298,2,1048576
27490812,2,1048576
27579888,2,1048576
27775746,2,1048576
26647218,2,1048576
27671762,2,1048576
26570432,2,1048576
27664090,2,1048576
27687196,2,1048576
28162414,2,1048576
26765512,2,1048576
26417118,2,1048576
27814342,2,1048576
28096198,2,1048576
26545666,2,1048576
28585656,2,1048576
28548822,2,1048576
26480444,2,1048576
26933980,2,1048576
26814694,2,1048576
28566356,2,1048576
26891118,2,1048576
26895272,2,1048576
26652110,2,1048576
27830602,2,1048576
26769192,2,1048576
27872016,2,1048576
26645364,2,1048576
27330964,2,1048576
27715094,2,1048576
29136956,2,1048576
27358394,2,1048576
27714034,2,1048576
27732358,2,1048576
28186278,2,1048576
26912910,2,1048576
27177866,2,1048576
27872494,2,1048576
27247640,2,1048576
26845242,2,1048576
27969998,2,1048576
26871994,2,1048576
27654444,2,1048576
27944046,2,1048576
27068992,2,1048576
27372132,2,1048576
26765204,2,1048576
27540634,2,1048576
27365402,2,1048576
27826196,2,1048576
27272082,2,1048576
27004000,2,1048576
27982600,2,1048576
26942998,2,1048576
27591462,2,1048576
28308364,2,1048576
27147130,2,1048576
27290620,2,1048576
26840842,2,1048576
27422648,2,1048576
27400658,2,1048576
28218682,2,1048576
26923034,2,1048576
26995618,2,1048576
27730162,2,1048576
27894816,2,1048576
26909412,2,1048576
27934840,2,1048576
27393178,2,1048576
26593774,2,1048576
27651136,2,1048576
27922494,2,1048576
27197684,2,1048576
27039460,2,1048576
27221994,2,1048576
27264914,2,1048576
27736540,2,1048576
27859752,2,1048576
