TIME SBOX,OWRITE SBOX,PAYLOAD B
1018118,16,4096
1010996,16,4096
907594,16,4096
1002752,16,4096
934554,16,4096
967854,16,4096
967754,16,4096
889718,16,4096
954262,16,4096
1022828,16,4096
988944,16,4096
886990,16,4096
981958,16,4096
956478,16,4096
961208,16,4096
954098,16,4096
918000,16,4096
888718,16,4096
884926,16,4096
990064,16,4096
888470,16,4096
952018,16,4096
888738,16,4096
1021024,16,4096
952364,16,4096
1023834,16,4096
1643262,16,4096
973944,16,4096
887044,16,4096
887606,16,4096
884128,16,4096
890504,16,4096
886396,16,4096
925958,16,4096
955440,16,4096
884648,16,4096
981976,16,4096
884130,16,4096
949458,16,4096
1041096,16,4096
896508,16,4096
889488,16,4096
925328,16,4096
960578,16,4096
890936,16,4096
953886,16,4096
1003142,16,4096
962792,16,4096
891014,16,4096
965676,16,4096
895816,16,4096
894246,16,4096
890578,16,4096
981856,16,4096
894118,16,4096
1065658,16,4096
930478,16,4096
894020,16,4096
894878,16,4096
925552,16,4096
898750,16,4096
916214,16,4096
886310,16,4096
883546,16,4096
883072,16,4096
884676,16,4096
884508,16,4096
928476,16,4096
884894,16,4096
886280,16,4096
918666,16,4096
885514,16,4096
884488,16,4096
882706,16,4096
889300,16,4096
885848,16,4096
880672,16,4096
954424,16,4096
884576,16,4096
885154,16,4096
987950,16,4096
894058,16,4096
882238,16,4096
879444,16,4096
882062,16,4096
948274,16,4096
949702,16,4096
884322,16,4096
923468,16,4096
936134,16,4096
956114,16,4096
889982,16,4096
963908,16,4096
924050,16,4096
908566,16,4096
954368,16,4096
951664,16,4096
889632,16,4096
952304,16,4096
882520,16,4096
954930,16,4096
1005618,16,4096
889320,16,4096
921736,16,4096
883958,16,4096
888012,16,4096
919812,16,4096
894896,16,4096
1027368,16,4096
887158,16,4096
1018410,16,4096
883642,16,4096
883408,16,4096
888230,16,4096
881504,16,4096
1014166,16,4096
971120,16,4096
955054,16,4096
924070,16,4096
953860,16,4096
886564,16,4096
956954,16,4096
885598,16,4096
916000,16,4096
947788,16,4096
1017040,16,4096
914814,16,4096
951348,16,4096
1002488,16,4096
950996,16,4096
953928,16,4096
916824,16,4096
987476,16,4096
886382,16,4096
884210,16,4096
902200,16,4096
920338,16,4096
883832,16,4096
886824,16,4096
952468,16,4096
917380,16,4096
884850,16,4096
1004604,16,4096
925862,16,4096
958840,16,4096
958812,16,4096
884958,16,4096
1019708,16,4096
956696,16,4096
885862,16,4096
881992,16,4096
883240,16,4096
916928,16,4096
952602,16,4096
886266,16,4096
971854,16,4096
955742,16,4096
918666,16,4096
883868,16,4096
954408,16,4096
951010,16,4096
882544,16,4096
