TIME,OWRITE,PAYLOAD
1902448,1,32768
1665742,1,32768
1555078,1,32768
1512906,1,32768
1506400,1,32768
1506076,1,32768
1542628,1,32768
1537032,1,32768
1550790,1,32768
1555780,1,32768
1449268,1,32768
1444690,1,32768
1533614,1,32768
1526686,1,32768
1563344,1,32768
1543640,1,32768
1449982,1,32768
1455098,1,32768
1451552,1,32768
1520384,1,32768
1477336,1,32768
1512634,1,32768
1457694,1,32768
1517870,1,32768
1451054,1,32768
1537270,1,32768
1450966,1,32768
1521036,1,32768
1520208,1,32768
1450508,1,32768
1481074,1,32768
1488684,1,32768
1518106,1,32768
1520756,1,32768
1483924,1,32768
1549384,1,32768
1454004,1,32768
1448500,1,32768
1451788,1,32768
1453084,1,32768
1522918,1,32768
1452240,1,32768
1450400,1,32768
1449798,1,32768
1581014,1,32768
1515072,1,32768
1446486,1,32768
1446634,1,32768
1485766,1,32768
1476538,1,32768
1485504,1,32768
1451238,1,32768
1451512,1,32768
1523094,1,32768
1484170,1,32768
1519470,1,32768
1519346,1,32768
1462062,1,32768
1449540,1,32768
1510054,1,32768
1455126,1,32768
1550930,1,32768
1465708,1,32768
1445804,1,32768
1741484,1,32768
1449346,1,32768
1482024,1,32768
1563668,1,32768
1550286,1,32768
1525466,1,32768
1517574,1,32768
1491428,1,32768
1450976,1,32768
1579230,1,32768
1453230,1,32768
1480356,1,32768
1446858,1,32768
1441250,1,32768
1559868,1,32768
1540708,1,32768
1586286,1,32768
1485400,1,32768
1546350,1,32768
1641702,1,32768
1485010,1,32768
1553346,1,32768
1478510,1,32768
1482894,1,32768
1482512,1,32768
1545394,1,32768
1551594,1,32768
1552098,1,32768
1516060,1,32768
1667490,1,32768
1475972,1,32768
1483658,1,32768
1545418,1,32768
1496106,1,32768
1482892,1,32768
1545786,1,32768
1477134,1,32768
1496560,1,32768
1574606,1,32768
1480952,1,32768
1614600,1,32768
1482208,1,32768
1500846,1,32768
1698474,1,32768
1582970,1,32768
1552364,1,32768
1549208,1,32768
1694252,1,32768
1480268,1,32768
1478488,1,32768
1483074,1,32768
1486286,1,32768
1486916,1,32768
1551326,1,32768
1915052,1,32768
1841012,1,32768
1782458,1,32768
1612030,1,32768
1853180,1,32768
1847400,1,32768
1877910,1,32768
1837192,1,32768
1841188,1,32768
1829858,1,32768
1845208,1,32768
1834818,1,32768
1833196,1,32768
1826774,1,32768
1851098,1,32768
1807012,1,32768
1802870,1,32768
1808262,1,32768
2300042,1,32768
1895466,1,32768
1867210,1,32768
1877690,1,32768
1834930,1,32768
1826746,1,32768
1872616,1,32768
1877164,1,32768
1827836,1,32768
1824004,1,32768
1845634,1,32768
1860886,1,32768
1838000,1,32768
1823542,1,32768
1831710,1,32768
2028234,1,32768
1827848,1,32768
1824976,1,32768
1834022,1,32768
1862018,1,32768
1830916,1,32768
1782490,1,32768
1764168,1,32768
1797228,1,32768
1767276,1,32768
1758352,1,32768
1759982,1,32768
1785852,1,32768
1771502,1,32768
1764598,1,32768
1768158,1,32768
1956556,1,32768
1765348,1,32768
1759988,1,32768
1761888,1,32768
1783614,1,32768
1770344,1,32768
1841388,1,32768
1765834,1,32768
1951306,1,32768
1783232,1,32768
1776834,1,32768
1773736,1,32768
1795132,1,32768
1774650,1,32768
1778184,1,32768
1775540,1,32768
1946682,1,32768
1763642,1,32768
1756654,1,32768
1760388,1,32768
1778666,1,32768
1757176,1,32768
1769138,1,32768
1762466,1,32768
1895454,1,32768
1765338,1,32768
1771328,1,32768
1778466,1,32768
1813754,1,32768
1769698,1,32768
1762756,1,32768
1704938,1,32768
1529556,1,32768
1458656,1,32768
1444342,1,32768
1445418,1,32768
1443708,1,32768
1445244,1,32768
1456230,1,32768
1454348,1,32768
1455110,1,32768
1452760,1,32768
1483206,1,32768
1471712,1,32768
1472088,1,32768
1470274,1,32768
1493478,1,32768
1558528,1,32768
1527304,1,32768
1526290,1,32768
1533500,1,32768
1619506,1,32768
1570804,1,32768
1541500,1,32768
1495510,1,32768
1449502,1,32768
1442598,1,32768
1448276,1,32768
1436008,1,32768
1441010,1,32768
1436914,1,32768
1439050,1,32768
1441850,1,32768
1434100,1,32768
1431400,1,32768
1432010,1,32768
1431234,1,32768
1462760,1,32768
1475500,1,32768
1476528,1,32768
1492796,1,32768
1617120,1,32768
1834482,1,32768
1833102,1,32768
1831564,1,32768
1865516,1,32768
1609782,1,32768
1584008,1,32768
1590306,1,32768
1582768,1,32768
1592574,1,32768
1576052,1,32768
1578742,1,32768
1573342,1,32768
1884774,1,32768
1587854,1,32768
1664334,1,32768
1576556,1,32768
1590096,1,32768
1566408,1,32768
1548748,1,32768
1662564,1,32768
1580702,1,32768
1622478,1,32768
1575412,1,32768
1578950,1,32768
1589662,1,32768
1594220,1,32768
1590124,1,32768
1587352,1,32768
1584142,1,32768
1606018,1,32768
1625444,1,32768
1577942,1,32768
1575360,1,32768
1569390,1,32768
1583878,1,32768
1576062,1,32768
1582458,1,32768
1579710,1,32768
1579768,1,32768
1611368,1,32768
1722086,1,32768
1940050,1,32768
1667872,1,32768
1922962,1,32768
1586644,1,32768
1579726,1,32768
1570326,1,32768
1576674,1,32768
1585170,1,32768
1583166,1,32768
1574818,1,32768
1577502,1,32768
1594874,1,32768
1577724,1,32768
1572190,1,32768
1589652,1,32768
1585720,1,32768
1595040,1,32768
1597690,1,32768
1584772,1,32768
1589458,1,32768
1784456,1,32768
1592348,1,32768
1586652,1,32768
1592896,1,32768
1594010,1,32768
1603084,1,32768
1593964,1,32768
1587924,1,32768
1605408,1,32768
1629230,1,32768
1584206,1,32768
1584688,1,32768
1599786,1,32768
1586206,1,32768
1605088,1,32768
1591568,1,32768
1597122,1,32768
1593398,1,32768
1633326,1,32768
1594786,1,32768
1597598,1,32768
1597090,1,32768
1609500,1,32768
1596962,1,32768
1588838,1,32768
1593206,1,32768
1604542,1,32768
1620780,1,32768
1589510,1,32768
1595580,1,32768
1595068,1,32768
1830180,1,32768
1609786,1,32768
1576774,1,32768
1579154,1,32768
1585412,1,32768
1623796,1,32768
1577710,1,32768
1579370,1,32768
1572206,1,32768
1606168,1,32768
1570918,1,32768
1580006,1,32768
1576284,1,32768
1665248,1,32768
1780404,1,32768
1591542,1,32768
1599928,1,32768
1596428,1,32768
1622946,1,32768
1588042,1,32768
1599866,1,32768
1584064,1,32768
1595348,1,32768
1622000,1,32768
1582142,1,32768
1585574,1,32768
1594082,1,32768
1624954,1,32768
1598562,1,32768
1602386,1,32768
1602876,1,32768
1606834,1,32768
1820984,1,32768
1611322,1,32768
1599264,1,32768
1591160,1,32768
1689106,1,32768
1681556,1,32768
1545434,1,32768
1562036,1,32768
1577586,1,32768
1615848,1,32768
1583946,1,32768
1571340,1,32768
1577740,1,32768
1603726,1,32768
1572006,1,32768
1574296,1,32768
1574406,1,32768
1581776,1,32768
1616366,1,32768
1567364,1,32768
1593938,1,32768
1655732,1,32768
1786804,1,32768
1598886,1,32768
1592942,1,32768
1615714,1,32768
1600530,1,32768
1599028,1,32768
1588776,1,32768
1590970,1,32768
1598900,1,32768
1620554,1,32768
1594252,1,32768
1586920,1,32768
1596254,1,32768
1584142,1,32768
1601560,1,32768
1599772,1,32768
1591304,1,32768
1601642,1,32768
1819312,1,32768
1586184,1,32768
1591566,1,32768
1585170,1,32768
1586168,1,32768
1603400,1,32768
1599188,1,32768
1602132,1,32768
1584856,1,32768
1635142,1,32768
1585372,1,32768
1599710,1,32768
1586730,1,32768
1593038,1,32768
1596026,1,32768
1599444,1,32768
1597968,1,32768
1593458,1,32768
1622100,1,32768
1595826,1,32768
1601000,1,32768
1594714,1,32768
1613502,1,32768
1596092,1,32768
1596938,1,32768
1658568,1,32768
1791104,1,32768
1624748,1,32768
1572232,1,32768
1577948,1,32768
1566730,1,32768
1598952,1,32768
1581192,1,32768
1577050,1,32768
1575474,1,32768
1572018,1,32768
1606060,1,32768
1579508,1,32768
1584224,1,32768
1656368,1,32768
2073650,1,32768
1803396,1,32768
1721260,1,32768
1798574,1,32768
1988332,1,32768
1947172,1,32768
1907670,1,32768
1927370,1,32768
2098994,1,32768
1930932,1,32768
1928596,1,32768
1927052,1,32768
1925906,1,32768
1914006,1,32768
1906732,1,32768
2267442,1,32768
1944718,1,32768
1926876,1,32768
1917462,1,32768
1977494,1,32768
1917666,1,32768
1918238,1,32768
1915474,1,32768
1909960,1,32768
1903690,1,32768
1910734,1,32768
2012116,1,32768
1914072,1,32768
1905964,1,32768
1916026,1,32768
1944300,1,32768
1860322,1,32768
1916308,1,32768
1913526,1,32768
1911540,1,32768
1486974,1,32768
1471484,1,32768
1465916,1,32768
1600628,1,32768
1477716,1,32768
1468328,1,32768
1457926,1,32768
1471748,1,32768
1481034,1,32768
1464010,1,32768
1463374,1,32768
1455360,1,32768
1557718,1,32768
1536640,1,32768
1503394,1,32768
1497714,1,32768
1489312,1,32768
1482940,1,32768
1668374,1,32768
1484024,1,32768
1744890,1,32768
1899338,1,32768
1934558,1,32768
1883442,1,32768
1886352,1,32768
1807254,1,32768
1565280,1,32768
1497020,1,32768
1482770,1,32768
1484414,1,32768
1490986,1,32768
1517466,1,32768
1495648,1,32768
1481252,1,32768
1488044,1,32768
1512010,1,32768
1493296,1,32768
1483576,1,32768
1480856,1,32768
1483642,1,32768
1663682,1,32768
1496302,1,32768
1493638,1,32768
1481250,1,32768
1489228,1,32768
1529726,1,32768
1491872,1,32768
1491778,1,32768
1481632,1,32768
1475636,1,32768
1530542,1,32768
1489764,1,32768
1483762,1,32768
1491054,1,32768
1487300,1,32768
1506034,1,32768
1487694,1,32768
1488792,1,32768
1495178,1,32768
1534820,1,32768
1494302,1,32768
1486564,1,32768
1478766,1,32768
1489246,1,32768
1530910,1,32768
1498200,1,32768
1489176,1,32768
1485378,1,32768
1481774,1,32768
1630880,1,32768
1485598,1,32768
1481038,1,32768
1479526,1,32768
1488030,1,32768
1686330,1,32768
1816710,1,32768
1647122,1,32768
1601472,1,32768
2179350,1,32768
1969514,1,32768
1869178,1,32768
1870018,1,32768
3514588,1,32768
1489338,1,32768
1467434,1,32768
1654992,1,32768
1467612,1,32768
1478098,1,32768
1467700,1,32768
1464080,1,32768
1516684,1,32768
1539488,1,32768
1465092,1,32768
1464124,1,32768
1461062,1,32768
1592540,1,32768
1461170,1,32768
1463094,1,32768
1451794,1,32768
1444142,1,32768
1486222,1,32768
1449426,1,32768
1446328,1,32768
1444884,1,32768
1446458,1,32768
1511916,1,32768
1462708,1,32768
1449026,1,32768
1444066,1,32768
1438760,1,32768
1450718,1,32768
1465754,1,32768
1478396,1,32768
1634402,1,32768
1456324,1,32768
1490936,1,32768
1488774,1,32768
1488536,1,32768
1479678,1,32768
1532522,1,32768
1484960,1,32768
1482510,1,32768
1494970,1,32768
1480470,1,32768
1648020,1,32768
1485484,1,32768
1499434,1,32768
1472652,1,32768
1472334,1,32768
1529244,1,32768
1484682,1,32768
1477880,1,32768
1483284,1,32768
1484414,1,32768
1503150,1,32768
1484512,1,32768
1476732,1,32768
1961500,1,32768
1901320,1,32768
1868406,1,32768
1867270,1,32768
1872568,1,32768
1660614,1,32768
1474848,1,32768
1470854,1,32768
1471498,1,32768
1465662,1,32768
1471978,1,32768
1556464,1,32768
1484892,1,32768
1488482,1,32768
1631614,1,32768
1492470,1,32768
1489034,1,32768
1485168,1,32768
1481456,1,32768
1531094,1,32768
1486544,1,32768
1495594,1,32768
1478134,1,32768
1479228,1,32768
1628428,1,32768
1489580,1,32768
1480618,1,32768
1489072,1,32768
1482864,1,32768
1554738,1,32768
1475666,1,32768
1493318,1,32768
1479930,1,32768
1489250,1,32768
1501590,1,32768
1482754,1,32768
1493112,1,32768
1491566,1,32768
1514504,1,32768
1483964,1,32768
1486998,1,32768
1477440,1,32768
1472214,1,32768
1692404,1,32768
1503582,1,32768
1493002,1,32768
1495872,1,32768
1493746,1,32768
1551236,1,32768
1490274,1,32768
1488796,1,32768
1488716,1,32768
1498524,1,32768
1494766,1,32768
1493678,1,32768
1498634,1,32768
1488396,1,32768
1547332,1,32768
1687792,1,32768
1908028,1,32768
1904458,1,32768
2068962,1,32768
1919906,1,32768
1808982,1,32768
1517454,1,32768
1534886,1,32768
1497650,1,32768
1477728,1,32768
1482320,1,32768
1491958,1,32768
1627978,1,32768
1482268,1,32768
1503632,1,32768
1483582,1,32768
1467766,1,32768
1534478,1,32768
1486884,1,32768
1483278,1,32768
1495362,1,32768
1489566,1,32768
1511342,1,32768
1489258,1,32768
1489546,1,32768
1488266,1,32768
1486470,1,32768
1490328,1,32768
1487434,1,32768
1481328,1,32768
1488088,1,32768
1628352,1,32768
1497984,1,32768
1498328,1,32768
1493090,1,32768
1487788,1,32768
1617668,1,32768
1481218,1,32768
1491488,1,32768
1497702,1,32768
1494468,1,32768
1634118,1,32768
1480298,1,32768
1485078,1,32768
1482360,1,32768
1486854,1,32768
1488330,1,32768
1485444,1,32768
1488060,1,32768
1487146,1,32768
1631702,1,32768
1489000,1,32768
1480702,1,32768
1491354,1,32768
1478872,1,32768
1525602,1,32768
1488626,1,32768
1482432,1,32768
1476516,1,32768
1916366,1,32768
1922394,1,32768
1892318,1,32768
1898080,1,32768
2088394,1,32768
1532480,1,32768
1490840,1,32768
1500388,1,32768
1487776,1,32768
1519528,1,32768
1482100,1,32768
1486510,1,32768
1488028,1,32768
1487034,1,32768
1639706,1,32768
1496868,1,32768
1484868,1,32768
1480818,1,32768
1489308,1,32768
1496156,1,32768
1485828,1,32768
