TIME,OWRITE,PAYLOAD
1088704,1,8192
995810,1,8192
988152,1,8192
1065794,1,8192
1082896,1,8192
1009940,1,8192
972270,1,8192
979084,1,8192
1067628,1,8192
1014140,1,8192
982078,1,8192
1038506,1,8192
976656,1,8192
1037892,1,8192
1046212,1,8192
1048344,1,8192
1090518,1,8192
986852,1,8192
1058338,1,8192
1019028,1,8192
1063628,1,8192
1027938,1,8192
1061012,1,8192
993518,1,8192
985470,1,8192
987652,1,8192
993010,1,8192
983184,1,8192
980490,1,8192
1010814,1,8192
984544,1,8192
981396,1,8192
982768,1,8192
980868,1,8192
978220,1,8192
983866,1,8192
1012760,1,8192
996150,1,8192
981868,1,8192
983332,1,8192
983498,1,8192
1090392,1,8192
1032314,1,8192
1030358,1,8192
1014700,1,8192
1040702,1,8192
1055646,1,8192
1014554,1,8192
1186726,1,8192
1017076,1,8192
982040,1,8192
985986,1,8192
980690,1,8192
977542,1,8192
1033830,1,8192
1016556,1,8192
1015694,1,8192
983364,1,8192
1027684,1,8192
978790,1,8192
977584,1,8192
1037422,1,8192
982846,1,8192
977670,1,8192
1064466,1,8192
983612,1,8192
980046,1,8192
1032672,1,8192
1016386,1,8192
977504,1,8192
979806,1,8192
976320,1,8192
1014296,1,8192
979440,1,8192
1341218,1,8192
1046964,1,8192
979636,1,8192
978522,1,8192
978038,1,8192
1009010,1,8192
1003498,1,8192
983834,1,8192
981748,1,8192
1042978,1,8192
979334,1,8192
980032,1,8192
980310,1,8192
988126,1,8192
981896,1,8192
974298,1,8192
977736,1,8192
980786,1,8192
979516,1,8192
1033456,1,8192
979312,1,8192
1044926,1,8192
975588,1,8192
1047254,1,8192
1057096,1,8192
1055670,1,8192
1046838,1,8192
1030322,1,8192
1036042,1,8192
989354,1,8192
984278,1,8192
979882,1,8192
1034936,1,8192
982674,1,8192
978318,1,8192
979850,1,8192
978758,1,8192
976954,1,8192
979484,1,8192
1019856,1,8192
976082,1,8192
1009934,1,8192
1009118,1,8192
975964,1,8192
975854,1,8192
999628,1,8192
977186,1,8192
977120,1,8192
977604,1,8192
979972,1,8192
1051108,1,8192
1063710,1,8192
1213628,1,8192
974088,1,8192
979672,1,8192
1043200,1,8192
979506,1,8192
978884,1,8192
982728,1,8192
975912,1,8192
1043724,1,8192
975440,1,8192
1008116,1,8192
1045244,1,8192
1000422,1,8192
1082818,1,8192
978208,1,8192
977258,1,8192
973376,1,8192
1043334,1,8192
1041980,1,8192
1045674,1,8192
979944,1,8192
1042504,1,8192
978314,1,8192
977930,1,8192
1045514,1,8192
977486,1,8192
975482,1,8192
1011060,1,8192
1008882,1,8192
1075686,1,8192
979390,1,8192
1152296,1,8192
975534,1,8192
1008514,1,8192
1044388,1,8192
972784,1,8192
1043826,1,8192
974238,1,8192
984196,1,8192
1044382,1,8192
995092,1,8192
1030802,1,8192
1070424,1,8192
999840,1,8192
1013862,1,8192
1003864,1,8192
998524,1,8192
1066564,1,8192
1101318,1,8192
1103232,1,8192
1085066,1,8192
1004110,1,8192
1007598,1,8192
1086968,1,8192
1078320,1,8192
1053802,1,8192
1241496,1,8192
1067280,1,8192
1006656,1,8192
996862,1,8192
1000886,1,8192
1001202,1,8192
1004684,1,8192
1041770,1,8192
999336,1,8192
1001606,1,8192
1039870,1,8192
1006930,1,8192
1005116,1,8192
1279564,1,8192
1070126,1,8192
1005368,1,8192
1002272,1,8192
1005538,1,8192
1032104,1,8192
1036334,1,8192
1004748,1,8192
1000128,1,8192
1001488,1,8192
1004930,1,8192
1003698,1,8192
1004344,1,8192
1011794,1,8192
993980,1,8192
1102258,1,8192
998116,1,8192
1003136,1,8192
1003164,1,8192
1022042,1,8192
998356,1,8192
999816,1,8192
1038832,1,8192
1001064,1,8192
999682,1,8192
1229186,1,8192
1002590,1,8192
1035712,1,8192
1103036,1,8192
1000982,1,8192
1003802,1,8192
1114610,1,8192
1116256,1,8192
1044730,1,8192
1161982,1,8192
1003734,1,8192
1003960,1,8192
1148624,1,8192
1005068,1,8192
1002462,1,8192
1032800,1,8192
1072684,1,8192
1105674,1,8192
1040846,1,8192
1005278,1,8192
1003402,1,8192
1001710,1,8192
1002346,1,8192
1004272,1,8192
1010420,1,8192
1085110,1,8192
1038682,1,8192
1000508,1,8192
1001524,1,8192
1005422,1,8192
1037120,1,8192
1113554,1,8192
1004916,1,8192
1002058,1,8192
1036862,1,8192
999818,1,8192
1004180,1,8192
1097582,1,8192
1046438,1,8192
1044464,1,8192
1040022,1,8192
1088398,1,8192
1008224,1,8192
1043488,1,8192
1006916,1,8192
1069816,1,8192
1005280,1,8192
1040528,1,8192
1006042,1,8192
1007382,1,8192
1020480,1,8192
1070972,1,8192
1010584,1,8192
1071572,1,8192
1040104,1,8192
1004620,1,8192
1257178,1,8192
1002852,1,8192
1001926,1,8192
1001250,1,8192
1038972,1,8192
1067694,1,8192
1005262,1,8192
1004944,1,8192
1038168,1,8192
1070958,1,8192
1002086,1,8192
1007772,1,8192
1006960,1,8192
1131832,1,8192
1003278,1,8192
1004180,1,8192
1005664,1,8192
1003204,1,8192
1004100,1,8192
1015424,1,8192
1003872,1,8192
1004530,1,8192
1007774,1,8192
1003784,1,8192
1004058,1,8192
1105774,1,8192
1159810,1,8192
1071258,1,8192
1068186,1,8192
1000700,1,8192
1004554,1,8192
1001204,1,8192
1036346,1,8192
1001298,1,8192
999442,1,8192
1002616,1,8192
1066788,1,8192
1035484,1,8192
1027118,1,8192
1002426,1,8192
1038334,1,8192
1076096,1,8192
1000326,1,8192
1000530,1,8192
1156314,1,8192
1071406,1,8192
1003958,1,8192
999990,1,8192
1006662,1,8192
1005520,1,8192
1071876,1,8192
1002294,1,8192
997032,1,8192
997922,1,8192
1001664,1,8192
1031880,1,8192
1005250,1,8192
1146294,1,8192
999542,1,8192
1004430,1,8192
1094208,1,8192
1070742,1,8192
1037080,1,8192
1097112,1,8192
1062082,1,8192
1002940,1,8192
1008858,1,8192
1072902,1,8192
1006544,1,8192
1004900,1,8192
1041608,1,8192
1004196,1,8192
1005032,1,8192
1007006,1,8192
1003672,1,8192
1069434,1,8192
1162362,1,8192
1003390,1,8192
1020598,1,8192
1000276,1,8192
1069822,1,8192
1008436,1,8192
1225114,1,8192
1000560,1,8192
1074462,1,8192
1035898,1,8192
1032382,1,8192
1074194,1,8192
1083876,1,8192
1011968,1,8192
999426,1,8192
1247304,1,8192
992336,1,8192
1035184,1,8192
1377072,1,8192
1001472,1,8192
1003278,1,8192
1036550,1,8192
1000244,1,8192
1006536,1,8192
1065736,1,8192
1036470,1,8192
1066280,1,8192
1002478,1,8192
1035760,1,8192
1000900,1,8192
999542,1,8192
1020362,1,8192
998732,1,8192
1000284,1,8192
998826,1,8192
1030396,1,8192
1000472,1,8192
1027668,1,8192
1002636,1,8192
1034802,1,8192
994400,1,8192
1001566,1,8192
1003568,1,8192
1006672,1,8192
1071046,1,8192
1064886,1,8192
1031676,1,8192
999748,1,8192
1030768,1,8192
1101830,1,8192
1264426,1,8192
1002898,1,8192
1067456,1,8192
1000408,1,8192
1068116,1,8192
1067318,1,8192
1083914,1,8192
1067236,1,8192
1000266,1,8192
999424,1,8192
1070442,1,8192
1032964,1,8192
1131932,1,8192
1067848,1,8192
1055262,1,8192
1048044,1,8192
1055090,1,8192
1045580,1,8192
1036088,1,8192
1002028,1,8192
1006180,1,8192
1068768,1,8192
1072886,1,8192
1001662,1,8192
1106184,1,8192
1078238,1,8192
1146264,1,8192
1051874,1,8192
1006266,1,8192
1013912,1,8192
1002896,1,8192
1009408,1,8192
996190,1,8192
1008210,1,8192
1003384,1,8192
1038506,1,8192
999924,1,8192
1019402,1,8192
1055142,1,8192
979294,1,8192
975022,1,8192
971498,1,8192
975172,1,8192
970028,1,8192
1137682,1,8192
1006418,1,8192
1037136,1,8192
1038790,1,8192
965988,1,8192
1037642,1,8192
1097926,1,8192
971282,1,8192
973302,1,8192
971442,1,8192
1039098,1,8192
973118,1,8192
986306,1,8192
973542,1,8192
972670,1,8192
1109378,1,8192
1003084,1,8192
1004192,1,8192
967246,1,8192
1117810,1,8192
974174,1,8192
974476,1,8192
971412,1,8192
971488,1,8192
1004210,1,8192
1249012,1,8192
1035538,1,8192
971096,1,8192
969746,1,8192
968896,1,8192
1039432,1,8192
968898,1,8192
1002680,1,8192
967052,1,8192
1073576,1,8192
972170,1,8192
965520,1,8192
966012,1,8192
982946,1,8192
1011090,1,8192
1003812,1,8192
1036858,1,8192
1006042,1,8192
968824,1,8192
971128,1,8192
1004020,1,8192
1034440,1,8192
969860,1,8192
1101508,1,8192
1049302,1,8192
1034466,1,8192
1041546,1,8192
1032736,1,8192
975298,1,8192
979650,1,8192
976360,1,8192
975672,1,8192
995226,1,8192
973676,1,8192
973426,1,8192
1011868,1,8192
968306,1,8192
971468,1,8192
971412,1,8192
1092294,1,8192
1002968,1,8192
1000578,1,8192
969460,1,8192
967840,1,8192
965304,1,8192
1261564,1,8192
971116,1,8192
969322,1,8192
973176,1,8192
968154,1,8192
970180,1,8192
969180,1,8192
979520,1,8192
970784,1,8192
969312,1,8192
1084552,1,8192
959190,1,8192
968054,1,8192
1204516,1,8192
1107756,1,8192
968066,1,8192
967782,1,8192
968916,1,8192
1036020,1,8192
967702,1,8192
1005206,1,8192
966198,1,8192
968396,1,8192
968822,1,8192
1000482,1,8192
