TIME,OWRITE,PAYLOAD
773712,1,32
535176,1,32
583772,1,32
591034,1,32
462924,1,32
450968,1,32
454416,1,32
493756,1,32
564966,1,32
588812,1,32
477488,1,32
450618,1,32
445502,1,32
548276,1,32
527102,1,32
578266,1,32
592064,1,32
458226,1,32
453596,1,32
444426,1,32
458550,1,32
533272,1,32
580870,1,32
546918,1,32
529790,1,32
452314,1,32
482142,1,32
550528,1,32
622302,1,32
596300,1,32
470080,1,32
457524,1,32
465140,1,32
478908,1,32
577758,1,32
642374,1,32
590018,1,32
476008,1,32
453368,1,32
451626,1,32
520102,1,32
569618,1,32
647430,1,32
627712,1,32
461822,1,32
458240,1,32
453640,1,32
487482,1,32
601206,1,32
588412,1,32
636746,1,32
456202,1,32
456270,1,32
517774,1,32
532304,1,32
613050,1,32
666828,1,32
467286,1,32
459416,1,32
481188,1,32
520758,1,32
539726,1,32
609054,1,32
629026,1,32
482434,1,32
479336,1,32
457812,1,32
457354,1,32
452340,1,32
466058,1,32
454958,1,32
454576,1,32
454496,1,32
458688,1,32
463240,1,32
454030,1,32
522226,1,32
623482,1,32
686538,1,32
609320,1,32
584846,1,32
570900,1,32
570866,1,32
591476,1,32
602410,1,32
588874,1,32
726716,1,32
559302,1,32
453780,1,32
448456,1,32
456368,1,32
447908,1,32
450094,1,32
448226,1,32
449170,1,32
450502,1,32
471882,1,32
448564,1,32
447962,1,32
449714,1,32
449598,1,32
451372,1,32
445654,1,32
444742,1,32
449322,1,32
448856,1,32
449072,1,32
492836,1,32
448348,1,32
452374,1,32
450842,1,32
447166,1,32
447648,1,32
448308,1,32
448632,1,32
447546,1,32
450806,1,32
449066,1,32
450900,1,32
448412,1,32
446446,1,32
448002,1,32
456170,1,32
447712,1,32
448758,1,32
448514,1,32
449092,1,32
453130,1,32
469242,1,32
449794,1,32
453162,1,32
451104,1,32
450070,1,32
460508,1,32
492670,1,32
454698,1,32
477460,1,32
452540,1,32
489920,1,32
457302,1,32
628378,1,32
453110,1,32
454126,1,32
550004,1,32
456274,1,32
450808,1,32
544092,1,32
465614,1,32
492108,1,32
507556,1,32
452126,1,32
449888,1,32
450096,1,32
510232,1,32
462424,1,32
452390,1,32
514698,1,32
453416,1,32
453732,1,32
541286,1,32
463660,1,32
453726,1,32
513946,1,32
539880,1,32
569684,1,32
577868,1,32
590436,1,32
491740,1,32
455938,1,32
455774,1,32
454026,1,32
562930,1,32
456078,1,32
454312,1,32
532354,1,32
459308,1,32
451704,1,32
475948,1,32
462002,1,32
512482,1,32
456892,1,32
456848,1,32
502064,1,32
448776,1,32
455504,1,32
526076,1,32
456978,1,32
457226,1,32
479526,1,32
459382,1,32
455916,1,32
464574,1,32
460376,1,32
454668,1,32
464060,1,32
456530,1,32
482154,1,32
459080,1,32
458936,1,32
512324,1,32
457618,1,32
629070,1,32
579834,1,32
479056,1,32
439948,1,32
436212,1,32
432056,1,32
433824,1,32
443298,1,32
443624,1,32
442552,1,32
450002,1,32
545270,1,32
453840,1,32
449102,1,32
527020,1,32
455610,1,32
460782,1,32
523208,1,32
454224,1,32
450330,1,32
508520,1,32
453536,1,32
452372,1,32
482482,1,32
459316,1,32
450430,1,32
510748,1,32
456062,1,32
454112,1,32
461130,1,32
453460,1,32
454564,1,32
461974,1,32
451206,1,32
487470,1,32
450870,1,32
449096,1,32
529002,1,32
453284,1,32
478518,1,32
458730,1,32
449392,1,32
449824,1,32
472926,1,32
461664,1,32
441600,1,32
436810,1,32
512876,1,32
454330,1,32
475764,1,32
448914,1,32
454106,1,32
448362,1,32
480514,1,32
463904,1,32
451240,1,32
469038,1,32
620094,1,32
456258,1,32
519812,1,32
455138,1,32
452814,1,32
517814,1,32
540538,1,32
567420,1,32
601994,1,32
459824,1,32
460784,1,32
451710,1,32
551046,1,32
453432,1,32
454368,1,32
501614,1,32
452456,1,32
499622,1,32
449284,1,32
463646,1,32
458302,1,32
449644,1,32
467684,1,32
469714,1,32
458262,1,32
498194,1,32
453340,1,32
451832,1,32
520654,1,32
455182,1,32
460706,1,32
465324,1,32
536690,1,32
577642,1,32
556092,1,32
454262,1,32
456122,1,32
457620,1,32
464510,1,32
499328,1,32
456534,1,32
510468,1,32
530556,1,32
456370,1,32
489494,1,32
458962,1,32
454370,1,32
453164,1,32
539666,1,32
