TIME,OWRITE,PAYLOAD
3622056,1,131072
4285984,1,131072
3965516,1,131072
4113444,1,131072
4074754,1,131072
4094640,1,131072
4148570,1,131072
4380690,1,131072
4747948,1,131072
4221318,1,131072
4566324,1,131072
4486916,1,131072
4509156,1,131072
4441628,1,131072
4800282,1,131072
4267504,1,131072
4634834,1,131072
4523358,1,131072
4434790,1,131072
4454838,1,131072
4809294,1,131072
4502214,1,131072
4471814,1,131072
4360164,1,131072
4351624,1,131072
4857924,1,131072
4510372,1,131072
4694786,1,131072
4429222,1,131072
4345852,1,131072
4732782,1,131072
4410026,1,131072
4406676,1,131072
4232502,1,131072
4447192,1,131072
4816170,1,131072
4647364,1,131072
4369828,1,131072
4281152,1,131072
4641128,1,131072
4516106,1,131072
4268986,1,131072
4455860,1,131072
5038202,1,131072
4483904,1,131072
4438734,1,131072
4256710,1,131072
4630190,1,131072
4247882,1,131072
4929408,1,131072
4532626,1,131072
4339002,1,131072
4607248,1,131072
4225684,1,131072
5064810,1,131072
4590854,1,131072
4893006,1,131072
4627168,1,131072
4270564,1,131072
4978648,1,131072
4336708,1,131072
4757272,1,131072
4531288,1,131072
4268602,1,131072
4533410,1,131072
4681688,1,131072
4595146,1,131072
4856512,1,131072
4472694,1,131072
4828922,1,131072
4640862,1,131072
4536776,1,131072
4853438,1,131072
4520096,1,131072
4532818,1,131072
4512180,1,131072
4520720,1,131072
4542840,1,131072
4591810,1,131072
4807180,1,131072
4632996,1,131072
4491990,1,131072
4477342,1,131072
4524598,1,131072
4363060,1,131072
4558744,1,131072
4955108,1,131072
4394968,1,131072
4804232,1,131072
4557068,1,131072
4643366,1,131072
4452936,1,131072
4532968,1,131072
4459010,1,131072
4307638,1,131072
4544650,1,131072
4547496,1,131072
4550032,1,131072
4501744,1,131072
4790100,1,131072
4517920,1,131072
4682338,1,131072
4227474,1,131072
4318734,1,131072
4389102,1,131072
4885574,1,131072
4981456,1,131072
4237688,1,131072
4587418,1,131072
4605274,1,131072
4469906,1,131072
4464400,1,131072
4542194,1,131072
4691994,1,131072
4516784,1,131072
4435524,1,131072
4299512,1,131072
4701726,1,131072
4531086,1,131072
4688266,1,131072
4502950,1,131072
4394800,1,131072
4491416,1,131072
4452834,1,131072
4232880,1,131072
4003750,1,131072
4506320,1,131072
4477158,1,131072
4537318,1,131072
4545026,1,131072
4545442,1,131072
4858614,1,131072
4251620,1,131072
4513790,1,131072
4511968,1,131072
4277200,1,131072
4297720,1,131072
4614238,1,131072
4625896,1,131072
4062102,1,131072
4631708,1,131072
4800734,1,131072
4422588,1,131072
4687860,1,131072
4628206,1,131072
4357404,1,131072
4509438,1,131072
4643750,1,131072
4923992,1,131072
4748470,1,131072
4043694,1,131072
4779834,1,131072
4264944,1,131072
4568796,1,131072
4515666,1,131072
4507934,1,131072
4520796,1,131072
4512606,1,131072
4488928,1,131072
5092006,1,131072
4318744,1,131072
4384600,1,131072
4589274,1,131072
4467928,1,131072
4445284,1,131072
4410870,1,131072
4763614,1,131072
4783036,1,131072
4773548,1,131072
4676648,1,131072
4567368,1,131072
4414468,1,131072
4826382,1,131072
4588676,1,131072
4402240,1,131072
4531238,1,131072
4514656,1,131072
4857216,1,131072
4623912,1,131072
4517852,1,131072
4641512,1,131072
4520388,1,131072
4529738,1,131072
4784106,1,131072
4529284,1,131072
4379662,1,131072
4453998,1,131072
4229758,1,131072
4775056,1,131072
4596126,1,131072
4527046,1,131072
4517562,1,131072
4636306,1,131072
4328054,1,131072
4494338,1,131072
5395648,1,131072
5158542,1,131072
5342470,1,131072
5102568,1,131072
5174838,1,131072
