TIME,OWRITE,PAYLOAD
598850,1,2048
798074,1,2048
536504,1,2048
444602,1,2048
496518,1,2048
943992,1,2048
602930,1,2048
866374,1,2048
585680,1,2048
714880,1,2048
525112,1,2048
472410,1,2048
462422,1,2048
872988,1,2048
785570,1,2048
872816,1,2048
602866,1,2048
677416,1,2048
870300,1,2048
785842,1,2048
761434,1,2048
865310,1,2048
781782,1,2048
532084,1,2048
694816,1,2048
756546,1,2048
744090,1,2048
934888,1,2048
865358,1,2048
862726,1,2048
780734,1,2048
758528,1,2048
753762,1,2048
784556,1,2048
783354,1,2048
639358,1,2048
621974,1,2048
707454,1,2048
702692,1,2048
709614,1,2048
738358,1,2048
820494,1,2048
793448,1,2048
797824,1,2048
876776,1,2048
799588,1,2048
797888,1,2048
804776,1,2048
795254,1,2048
806492,1,2048
794014,1,2048
797006,1,2048
771484,1,2048
796312,1,2048
792100,1,2048
878700,1,2048
914300,1,2048
768748,1,2048
558064,1,2048
700044,1,2048
955622,1,2048
792826,1,2048
793284,1,2048
793470,1,2048
872910,1,2048
797504,1,2048
879032,1,2048
873058,1,2048
808478,1,2048
797408,1,2048
795578,1,2048
773798,1,2048
701740,1,2048
880032,1,2048
711178,1,2048
796210,1,2048
803402,1,2048
771040,1,2048
943718,1,2048
794848,1,2048
800440,1,2048
798398,1,2048
793566,1,2048
800278,1,2048
801024,1,2048
796370,1,2048
886506,1,2048
855610,1,2048
785710,1,2048
706040,1,2048
923138,1,2048
782090,1,2048
775958,1,2048
710176,1,2048
831202,1,2048
789812,1,2048
795026,1,2048
708998,1,2048
707998,1,2048
798252,1,2048
791134,1,2048
829226,1,2048
794138,1,2048
799088,1,2048
871122,1,2048
708656,1,2048
939796,1,2048
708384,1,2048
929594,1,2048
772258,1,2048
713602,1,2048
792400,1,2048
793716,1,2048
795332,1,2048
809262,1,2048
764458,1,2048
704966,1,2048
1095628,1,2048
772320,1,2048
664910,1,2048
888430,1,2048
772358,1,2048
752864,1,2048
804078,1,2048
796398,1,2048
550356,1,2048
868894,1,2048
787978,1,2048
797146,1,2048
750276,1,2048
800556,1,2048
792704,1,2048
787518,1,2048
873722,1,2048
870960,1,2048
827478,1,2048
883456,1,2048
791852,1,2048
789988,1,2048
868982,1,2048
1034906,1,2048
795576,1,2048
792866,1,2048
905660,1,2048
711628,1,2048
805906,1,2048
793084,1,2048
801840,1,2048
765798,1,2048
889506,1,2048
790248,1,2048
793874,1,2048
793726,1,2048
798278,1,2048
767100,1,2048
946004,1,2048
794826,1,2048
794016,1,2048
671934,1,2048
773268,1,2048
929364,1,2048
796984,1,2048
713596,1,2048
920102,1,2048
718734,1,2048
791982,1,2048
773498,1,2048
880818,1,2048
878766,1,2048
795120,1,2048
881008,1,2048
797238,1,2048
802034,1,2048
796446,1,2048
879460,1,2048
772562,1,2048
867088,1,2048
783748,1,2048
790096,1,2048
879912,1,2048
806182,1,2048
895710,1,2048
794636,1,2048
705200,1,2048
722262,1,2048
860266,1,2048
797378,1,2048
797326,1,2048
764566,1,2048
865108,1,2048
797158,1,2048
796990,1,2048
869806,1,2048
799674,1,2048
843130,1,2048
801808,1,2048
794326,1,2048
795602,1,2048
675356,1,2048
801876,1,2048
